,MLS_num,count
374,72015181,8
375,71963518,8
376,72008252,8
377,72031864,8
378,71963811,8
379,71991956,8
380,72028871,8
381,72037085,8
382,72017047,8
383,71988720,8
384,72023235,8
385,71999114,8
386,71984446,8
387,71945295,8
388,72023529,8
389,72064219,8
390,72044027,8
391,71983738,8
392,72037401,8
393,72053792,8
394,72001434,8
395,72030727,8
396,71967509,8
397,71989860,8
398,71991229,8
399,71993834,8
400,72019391,8
401,71975468,8
402,72015381,8
403,72041953,8
404,71992862,8
405,71980646,8
406,72018438,8
407,71958914,8
408,72029023,8
409,71969241,8
410,71999894,8
411,72025869,8
412,72047903,8
413,72001667,8
414,71873600,8
415,72018923,8
416,71945293,8
417,71900699,8
418,72014378,8
419,72002994,8
420,72037107,8
421,72005620,8
422,71998061,8
423,71984459,8
424,72027291,8
425,72033580,8
426,72016804,8
427,72056956,8
428,72057791,8
429,71977216,8
430,72003963,8
431,71994947,8
432,72031640,7
433,72027878,7
434,72041826,7
435,72006495,7
436,72004056,7
437,71909170,7
438,72037799,7
439,72035102,7
440,72009635,7
441,71985724,7
442,72003753,7
443,71977699,7
444,72022074,7
445,71965259,7
446,72042279,7
447,72003556,7
448,71922569,7
449,71981792,7
450,72040610,7
451,71984774,7
452,72020861,7
453,71984033,7
454,71899052,7
455,72041893,7
456,72019168,7
457,72021110,7
458,71972397,7
459,72028656,7
460,71980898,7
461,72047588,7
462,72040953,7
463,72055143,7
464,72036407,7
465,72042452,7
466,72019987,7
467,71988032,7
468,71994265,7
469,72028793,7
470,72024115,7
471,72031268,7
472,72005425,7
473,72034038,7
474,72017968,7
475,72025826,7
476,72005693,7
477,72015690,7
478,71974438,7
479,72026283,7
480,71978361,7
481,71918495,7
482,72024895,7
483,72054304,7
484,71987036,7
485,71939529,7
486,72028647,7
487,71964969,7
488,72009246,7
489,72052905,7
490,72038874,7
491,72029582,7
492,72008129,7
493,72057409,7
494,72005253,7
495,72013840,7
496,72004476,7
497,71981529,7
498,71988584,7
499,72007936,7
500,72026607,7
501,72047735,7
502,72011544,7
503,72024887,7
504,72031777,7
505,72018494,7
506,72013851,7
507,72048231,7
508,72023104,7
509,71990301,7
510,71986820,7
511,72034301,7
512,71989897,7
513,72030736,7
514,72014712,7
515,72016708,7
516,72051785,7
517,71939299,7
518,72021033,7
519,71994030,7
520,72001373,7
521,72018133,7
522,72050613,7
523,72032900,7
524,72032878,7
525,72027577,7
526,72019920,7
527,71959283,7
528,72047616,7
529,72033646,7
530,72020788,7
531,72037292,7
532,71986277,7
533,72022654,7
534,71997586,7
535,72001936,7
536,71984618,7
537,72036579,7
538,72055794,7
539,72018374,7
540,72056771,7
541,71960748,7
542,72024277,7
543,72038796,7
544,71969555,7
545,71962716,7
546,72029954,7
547,72041820,7
548,72033522,7
549,72013845,7
550,72001481,7
551,72027313,7
552,72042274,7
553,72020831,7
554,72048064,7
555,72056274,7
556,72005977,7
557,72017249,7
558,71981588,7
559,72030157,7
560,72021230,7
561,72050896,7
562,71972494,7
563,72001628,7
564,71982291,7
565,72004189,7
566,71979214,7
567,72018691,7
568,72049907,7
569,72006682,7
570,72016205,7
571,72025271,7
572,72041870,7
573,72010190,7
574,71990950,7
575,72012181,7
576,72001390,7
577,71994881,7
578,72062960,7
579,72000426,7
580,71967800,7
581,72044222,7
582,71961336,7
583,71992266,7
584,72026867,7
585,72004809,7
586,72004804,7
587,71960853,7
588,72000848,7
589,71967471,7
590,72014511,7
591,72051409,7
592,71973509,7
593,72005461,7
594,72020823,7
595,71991065,7
596,71993610,7
597,71987359,7
598,72027831,7
599,72007378,7
600,72024110,7
601,72039411,7
602,72043917,7
603,71971015,7
604,71972052,7
605,72021760,7
606,72009502,7
607,71964057,7
608,71961630,7
609,72048147,7
610,72052265,7
611,71996291,7
612,71993870,7
613,71921589,7
614,72040097,7
615,71972180,7
616,72011809,7
617,72040947,7
618,72001695,7
619,72002128,7
620,72003698,7
621,72006623,7
622,72003840,7
623,72048262,7
624,72027772,7
625,71982825,7
626,72040820,7
627,71950769,7
628,71989108,7
629,71981536,7
630,72023786,7
631,72003320,7
632,72040911,7
633,72012470,7
634,72037079,7
635,72011423,7
636,72009488,7
637,72028406,7
638,72014420,7
639,72008363,7
640,72053143,7
641,71998909,7
642,71990274,7
643,72002992,7
644,71996825,7
645,72021791,7
646,71992036,7
647,71918965,7
648,71998880,7
649,72038860,7
650,71967010,7
651,72054265,7
652,71993911,7
653,71998830,7
654,72051912,7
655,71660040,7
656,72017478,7
657,71953284,7
658,72040870,7
659,71853018,7
660,71956419,7
661,72000985,7
662,72008674,7
663,71979991,7
664,72036316,7
665,71998347,7
666,71998456,7
667,72014176,7
668,72000637,7
669,72035110,7
670,71959942,7
671,71987088,7
672,72035068,7
673,71996766,7
674,71951150,7
675,72030024,7
676,71966961,7
677,72033760,7
678,71992443,7
679,72014985,7
680,72015857,7
681,72016689,7
682,72037774,7
683,72029025,7
684,72032221,7
685,72036828,7
686,72030602,7
687,71977365,7
688,72022318,7
689,72002178,7
690,72007470,7
691,72020318,7
692,72020592,7
693,72003489,7
694,71942658,7
695,71995944,7
696,71969208,7
697,72025418,7
698,72010933,7
699,72013487,7
700,71967213,7
701,72027274,7
702,71986310,7
703,72007547,7
704,72001331,7
705,72003544,7
706,72003634,7
707,71994953,7
708,71975510,7
709,72006200,7
710,72045229,7
711,72003044,7
712,72011364,7
713,72052799,7
714,72020890,7
715,72038656,7
716,71996878,7
717,72001214,7
718,72014700,7
719,71993947,7
720,72038642,7
721,72014323,7
722,71973199,7
723,71964194,7
724,71971694,7
725,72013244,7
726,71994022,7
727,72018465,7
728,72009671,7
729,71970336,7
730,72006058,7
731,71987908,7
732,72020615,7
733,72027825,7
734,72028073,7
735,71967622,7
736,72013971,7
737,72029762,7
738,72013439,7
739,72008543,7
740,72015712,7
741,71996354,7
742,72009172,7
743,72052780,7
744,71977982,7
745,72024354,7
746,72011012,7
747,72019806,7
748,72003431,7
749,71988408,7
750,72031091,7
751,72011253,7
752,72017006,7
753,71926347,7
754,72034159,7
755,72008934,7
756,71967433,7
757,72034285,7
758,72032538,7
759,72027861,7
760,71989223,7
761,72031079,7
762,72021571,7
763,72003755,7
764,71980610,7
765,72024157,7
766,72028537,7
767,72008507,7
768,71992159,7
769,72037143,7
770,71989761,7
771,72033607,7
772,72047765,7
773,72009466,7
774,72006170,7
775,71974494,7
776,72014120,7
777,71994115,7
778,72048081,7
779,72009386,7
780,72020035,7
781,72001219,7
782,72028605,7
783,72044577,7
784,71854218,7
785,71957578,7
786,72009701,7
787,72004431,7
788,72006134,7
789,72025898,7
790,71905392,7
791,71998156,7
792,72009254,7
793,72044657,7
794,72005131,7
795,71993832,7
796,71954314,7
797,72005986,7
798,72017323,7
799,72043318,7
800,72035307,7
801,71991730,7
802,71962185,7
803,72046898,7
804,72027869,7
805,72037099,7
806,71996459,7
807,71991724,7
808,71995834,7
809,72001988,7
810,72004137,7
811,72028106,7
812,72050099,7
813,72061753,7
814,72038349,7
815,72015749,7
816,72030947,7
817,72012332,7
818,71993763,7
819,72058770,7
820,72008392,7
821,72014517,7
822,72020291,7
823,72059114,7
824,71996409,7
825,72030233,7
826,72007125,7
827,72030221,7
828,71997307,7
829,71979331,7
830,71993955,7
831,72003980,7
832,72008474,7
833,71999450,7
834,72000047,7
835,71970638,7
836,72049945,7
837,72014929,7
838,71992401,7
839,72034446,7
840,72016511,7
841,72054340,7
842,72012508,7
843,72024786,7
844,72045038,7
845,72003131,7
846,71943902,7
847,72011203,7
848,71979503,7
849,72037911,7
850,71981574,7
851,71978851,7
852,72019248,7
853,71975213,7
854,72013195,7
855,72012170,7
856,71997099,7
857,72006555,7
858,71999142,7
859,71987953,7
860,72022560,7
861,72015843,7
862,71926909,7
863,72041346,7
864,72043402,7
865,72045950,7
866,71979706,7
867,72015700,7
868,71969558,7
869,71969182,7
870,71998234,7
871,72028449,7
872,72023908,7
873,71900970,7
874,72035146,7
875,71975371,7
876,72029090,7
877,71936587,7
878,72046115,7
879,71977013,7
880,71998100,7
881,72037640,7
882,72024415,7
883,72036882,7
884,71977385,7
885,72021452,7
886,71961391,7
887,71998442,7
888,72044107,7
889,72012426,7
890,72008920,7
891,72007195,7
892,72064623,7
893,71994820,7
894,72004203,7
895,72030799,7
896,72048076,7
897,71991760,7
898,72002933,7
899,72014375,7
900,71984786,7
901,71991601,7
902,72000517,7
903,72004681,7
904,71920341,7
905,72017362,7
906,71990343,7
907,72023024,7
908,72026896,7
909,72022736,7
910,72008710,7
911,72048034,7
912,72038561,7
913,72015384,7
914,72039405,7
915,72037418,7
916,72015390,7
917,72044613,7
918,71965197,7
919,71977817,7
920,72023941,7
921,72024771,7
922,72043272,7
923,72019850,7
924,71994763,7
925,71987563,7
926,72041799,7
927,71989598,7
928,71996729,7
929,71967257,7
930,72031721,7
931,71948029,7
932,72024263,7
933,71939238,7
934,71994024,7
935,71960492,7
936,72025908,7
937,72020109,7
938,71989411,7
939,72000375,7
940,72011938,7
941,72016364,7
942,72008048,7
943,71995448,7
944,72004128,7
945,71991882,7
946,72051730,7
947,71961759,7
948,72033594,7
949,72003854,7
950,72024616,7
951,72016484,7
952,72007555,7
953,72021265,7
954,71962377,7
955,72000126,7
956,72044230,7
957,72002049,7
958,72019421,7
959,71898996,7
960,72021030,7
961,71937267,7
962,72028403,7
963,72029293,7
964,72005255,7
965,71970497,7
966,72033615,7
967,72018672,7
968,71913422,7
969,72026956,7
970,72003681,7
971,72042110,7
972,72036876,7
973,72018718,7
974,72024086,7
975,72026823,7
976,72041530,7
977,72021884,7
978,71985348,7
979,72003493,7
980,71934450,7
981,72038290,7
982,71985788,7
983,72035446,7
984,71952723,7
985,72033882,7
986,71999295,7
987,72017980,7
988,72053354,7
989,72032831,7
990,72008335,7
991,71997260,7
992,72010971,7
993,72033565,7
994,72059305,7
995,72009515,7
996,71951899,7
997,72047568,7
998,71984783,7
999,72003845,7
1000,71945798,7
1001,71992577,7
1002,71985571,7
1003,72000558,7
1004,71941403,7
1005,71958086,7
1006,72020401,7
1007,72041654,7
1008,71992033,7
1009,71914368,7
1010,72028827,7
1011,72035648,7
1012,72000139,7
1013,71997643,6
1014,72015296,6
1015,71992607,6
1016,71973817,6
1017,72005196,6
1018,71994826,6
1019,72008430,6
1020,71995566,6
1021,71946306,6
1022,72004282,6
1023,72040265,6
1024,71950432,6
1025,71991354,6
1026,71973855,6
1027,71940795,6
1028,72034774,6
1029,71907001,6
1030,71987733,6
1031,71998620,6
1032,72035873,6
1033,71991887,6
1034,71970033,6
1035,72051571,6
1036,71987982,6
1037,72054887,6
1038,71968547,6
1039,71999576,6
1040,71995645,6
1041,72054735,6
1042,72029596,6
1043,72015323,6
1044,72022001,6
1045,71990079,6
1046,72026086,6
1047,72004550,6
1048,71983501,6
1049,72037071,6
1050,72000011,6
1051,72031307,6
1052,72004747,6
1053,71970660,6
1054,71806223,6
1055,72006843,6
1056,72015567,6
1057,72023828,6
1058,72057454,6
1059,72032518,6
1060,71999456,6
1061,72025837,6
1062,71988441,6
1063,72027919,6
1064,72047118,6
1065,72007848,6
1066,72022941,6
1067,72039500,6
1068,72028067,6
1069,71975302,6
1070,72016550,6
1071,72024580,6
1072,72038590,6
1073,71972009,6
1074,71949736,6
1075,72028226,6
1076,71950376,6
1077,72011852,6
1078,71992280,6
1079,71998871,6
1080,72022297,6
1081,72033163,6
1082,72054280,6
1083,72027421,6
1084,72037309,6
1085,71999156,6
1086,72026152,6
1087,72000019,6
1088,71985138,6
1089,72027318,6
1090,72015769,6
1091,72015511,6
1092,71966124,6
1093,72023777,6
1094,71992538,6
1095,72042586,6
1096,72023309,6
1097,72034730,6
1098,71968496,6
1099,72037340,6
1100,71925885,6
1101,72019510,6
1102,71976926,6
1103,71966483,6
1104,72006807,6
1105,72044185,6
1106,72007720,6
1107,71924992,6
1108,71979612,6
1109,71984307,6
1110,71906518,6
1111,71985074,6
1112,72018074,6
1113,71997791,6
1114,72004217,6
1115,72004985,6
1116,72045313,6
1117,72006696,6
1118,71952706,6
1119,72026304,6
1120,72037944,6
1121,72012921,6
1122,72041588,6
1123,72001473,6
1124,72044063,6
1125,71957576,6
1126,71998863,6
1127,72018697,6
1128,72038417,6
1129,71926582,6
1130,72006462,6
1131,72016741,6
1132,72026873,6
1133,72007924,6
1134,72015206,6
1135,71989810,6
1136,72014311,6
1137,72030585,6
1138,72044529,6
1139,72014703,6
1140,72026730,6
1141,72037083,6
1142,71995768,6
1143,71934886,6
1144,72011750,6
1145,72040768,6
1146,71978696,6
1147,71998827,6
1148,71971324,6
1149,72037454,6
1150,72009183,6
1151,72034407,6
1152,72006647,6
1153,71970329,6
1154,71977701,6
1155,71997777,6
1156,72003758,6
1157,71976911,6
1158,72005378,6
1159,72015367,6
1160,72010144,6
1161,72028726,6
1162,72004161,6
1163,71965472,6
1164,71999132,6
1165,72056571,6
1166,72028567,6
1167,71952098,6
1168,72026521,6
1169,72005375,6
1170,71936525,6
1171,71987407,6
1172,71993143,6
1173,72044722,6
1174,71957425,6
1175,72007802,6
1176,71969687,6
1177,71977638,6
1178,71993560,6
1179,72038458,6
1180,72026919,6
1181,72019777,6
1182,72008724,6
1183,71998835,6
1184,71999578,6
1185,72031085,6
1186,72013556,6
1187,72023222,6
1188,71988564,6
1189,71999647,6
1190,72017737,6
1191,71996896,6
1192,72008051,6
1193,71981083,6
1194,71824788,6
1195,72008492,6
1196,71996152,6
1197,71967022,6
1198,72011549,6
1199,71981591,6
1200,72009036,6
1201,71986097,6
1202,71996030,6
1203,71995890,6
1204,72042861,6
1205,72019254,6
1206,71996299,6
1207,72027285,6
1208,72020875,6
1209,72018942,6
1210,72014626,6
1211,72006514,6
1212,72006916,6
1213,72019808,6
1214,72021216,6
1215,72008666,6
1216,72020404,6
1217,72006187,6
1218,71951910,6
1219,72021138,6
1220,72005852,6
1221,72040277,6
1222,72036820,6
1223,71995221,6
1224,72047771,6
1225,71977513,6
1226,71990291,6
1227,72035222,6
1228,72019502,6
1229,71983583,6
1230,71996110,6
1231,72036772,6
1232,72032410,6
1233,72008771,6
1234,72003475,6
1235,71995557,6
1236,72053610,6
1237,72028096,6
1238,71848714,6
1239,72006712,6
1240,72000503,6
1241,71987074,6
1242,71967383,6
1243,71985207,6
1244,72027826,6
1245,71908611,6
1246,72009876,6
1247,72024007,6
1248,71976713,6
1249,72024438,6
1250,72000419,6
1251,72013414,6
1252,71998940,6
1253,71996760,6
1254,72027586,6
1255,71984416,6
1256,72011804,6
1257,72046251,6
1258,71958572,6
1259,72015929,6
1260,72003276,6
1261,71956918,6
1262,72013555,6
1263,72054906,6
1264,72023602,6
1265,72045766,6
1266,72061809,6
1267,72068183,6
1268,72025072,6
1269,72020552,6
1270,72039938,6
1271,72057152,6
1272,72032976,6
1273,72020335,6
1274,72031574,6
1275,72021359,6
1276,71995404,6
1277,72033454,6
1278,71956241,6
1279,71970052,6
1280,72008477,6
1281,72004362,6
1282,71996127,6
1283,72034227,6
1284,72033229,6
1285,71973580,6
1286,72007128,6
1287,72060373,6
1288,72013164,6
1289,72048273,6
1290,72019251,6
1291,72035950,6
1292,71986029,6
1293,72023340,6
1294,71945910,6
1295,72011891,6
1296,72020535,6
1297,72017153,6
1298,72016681,6
1299,71996272,6
1300,71987944,6
1301,72012047,6
1302,71945845,6
1303,72044572,6
1304,72050774,6
1305,71996222,6
1306,72007144,6
1307,72011880,6
1308,71976254,6
1309,72006997,6
1310,71991797,6
1311,71967254,6
1312,72034233,6
1313,71972978,6
1314,71990955,6
1315,71987113,6
1316,71987622,6
1317,72018745,6
1318,72005393,6
1319,71953119,6
1320,72018973,6
1321,72047738,6
1322,71960507,6
1323,71967124,6
1324,71884933,6
1325,71979031,6
1326,71988732,6
1327,72019216,6
1328,72008136,6
1329,71991174,6
1330,72009480,6
1331,71984315,6
1332,72029650,6
1333,72037958,6
1334,72020424,6
1335,72004334,6
1336,72009485,6
1337,71938709,6
1338,71996645,6
1339,72022586,6
1340,71980227,6
1341,72034122,6
1342,72001467,6
1343,72010980,6
1344,72036243,6
1345,72000673,6
1346,71991222,6
1347,72047788,6
1348,72045307,6
1349,71990973,6
1350,72015089,6
1351,72044616,6
1352,72018680,6
1353,72011723,6
1354,72020914,6
1355,72012376,6
1356,71983157,6
1357,71965352,6
1358,72015167,6
1359,72033230,6
1360,72029525,6
1361,72014396,6
1362,72007055,6
1363,72044086,6
1364,72027065,6
1365,72012673,6
1366,72001496,6
1367,72002320,6
1368,71944907,6
1369,72035828,6
1370,72016211,6
1371,71971477,6
1372,72055286,6
1373,71865827,6
1374,71985896,6
1375,72026236,6
1376,71977246,6
1377,72029406,6
1378,71995501,6
1379,71945670,6
1380,72022399,6
1381,72027724,6
1382,72017821,6
1383,71996118,6
1384,72018177,6
1385,72019660,6
1386,72016790,6
1387,72000105,6
1388,72026333,6
1389,71990621,6
1390,71970970,6
1391,71993543,6
1392,72046870,6
1393,72008745,6
1394,72019990,6
1395,72032812,6
1396,71988231,6
1397,71988802,6
1398,71976191,6
1399,71983407,6
1400,71989339,6
1401,72037436,6
1402,72001637,6
1403,72009374,6
1404,72007249,6
1405,71962665,6
1406,71990583,6
1407,72020832,6
1408,71990346,6
1409,72005225,6
1410,72012162,6
1411,72019448,6
1412,72058406,6
1413,71985529,6
1414,72007611,6
1415,71993145,6
1416,72033135,6
1417,72046145,6
1418,71980878,6
1419,72000219,6
1420,71966188,6
1421,72060369,6
1422,72060863,6
1423,72003447,6
1424,71992009,6
1425,72031832,6
1426,71992645,6
1427,72024268,6
1428,71990154,6
1429,72010131,6
1430,72019033,6
1431,72033092,6
1432,72010464,6
1433,72004490,6
1434,71954598,6
1435,72020571,6
1436,71942100,6
1437,71981304,6
1438,71982145,6
1439,72005899,6
1440,72014818,6
1441,71979187,6
1442,72029096,6
1443,71987862,6
1444,71993022,6
1445,72043967,6
1446,71999084,6
1447,72049957,6
1448,71983466,6
1449,72045839,6
1450,71999720,6
1451,72019697,6
1452,72003575,6
1453,72004208,6
1454,72035785,6
1455,72006717,6
1456,71996736,6
1457,72014470,6
1458,71999520,6
1459,72010776,6
1460,72023721,6
1461,72002462,6
1462,71996077,6
1463,71994733,6
1464,71971366,6
1465,72001865,6
1466,72009735,6
1467,71953153,6
1468,72030299,6
1469,72016058,6
1470,72024768,6
1471,71973814,6
1472,71935641,6
1473,72012857,6
1474,72025086,6
1475,72021229,6
1476,72019709,6
1477,71784125,6
1478,72010000,6
1479,72033040,6
1480,72030033,6
1481,72012017,6
1482,72014519,6
1483,72016367,6
1484,71996975,6
1485,72015503,6
1486,71968382,6
1487,72011836,6
1488,72051360,6
1489,72030309,6
1490,72018383,6
1491,72008546,6
1492,72004506,6
1493,72043777,6
1494,71988857,6
1495,71983594,6
1496,72025529,6
1497,71963365,6
1498,71977987,6
1499,72026030,6
1500,72004395,6
1501,71966046,6
1502,71987746,6
1503,72007006,6
1504,72032191,6
1505,71982345,6
1506,72016490,6
1507,72036794,6
1508,72004167,6
1509,72019740,6
1510,71999852,6
1511,72008663,6
1512,71996643,6
1513,71890426,6
1514,72038576,6
1515,71947534,6
1516,72023454,6
1517,72032618,6
1518,72024908,6
1519,72011084,6
1520,71985771,6
1521,72024288,6
1522,72007120,6
1523,72018557,6
1524,71995374,6
1525,72003711,6
1526,72020260,6
1527,72015017,6
1528,72038918,6
1529,71998991,6
1530,72005971,6
1531,72058589,6
1532,72019422,6
1533,72001845,6
1534,72042101,6
1535,71989753,6
1536,71995819,6
1537,71967937,6
1538,72033779,6
1539,72047288,6
1540,72037768,6
1541,71964292,6
1542,72018850,6
1543,72061676,6
1544,71978498,6
1545,72048069,6
1546,71992890,6
1547,72007475,6
1548,71968114,6
1549,72058275,6
1550,71984372,6
1551,72010860,6
1552,72009391,6
1553,72023588,6
1554,71989642,6
1555,71994091,6
1556,72009160,6
1557,72011971,6
1558,71946611,6
1559,72017082,6
1560,72000690,6
1561,72019551,6
1562,72013367,6
1563,72032607,6
1564,72041679,6
1565,72017208,6
1566,71990659,6
1567,71985309,6
1568,71968846,6
1569,71983397,6
1570,72039959,6
1571,71963285,6
1572,72020722,6
1573,72028789,6
1574,71980224,6
1575,72002247,6
1576,72026735,6
1577,72038062,6
1578,72012317,6
1579,72052862,6
1580,72017375,6
1581,72022900,6
1582,72020565,6
1583,71979891,6
1584,71853183,6
1585,72053535,6
1586,72016496,6
1587,71971568,6
1588,72015241,6
1589,71995524,6
1590,72004687,6
1591,72023973,6
1592,71973463,6
1593,72038226,6
1594,72033097,6
1595,72019163,6
1596,72021472,6
1597,71901754,6
1598,72002284,6
1599,72014487,6
1600,72026610,6
1601,72036271,6
1602,71988863,6
1603,72051148,6
1604,71969541,6
1605,72036905,6
1606,72000974,6
1607,72034839,6
1608,72047583,6
1609,72006626,6
1610,71990685,6
1611,71998655,6
1612,72051036,6
1613,71990701,6
1614,72023616,6
1615,72015555,6
1616,71982906,6
1617,72042538,6
1618,72014355,6
1619,71979753,6
1620,71896293,6
1621,72005935,6
1622,71991577,6
1623,72014403,6
1624,72040799,6
1625,71938524,6
1626,72013553,6
1627,72004670,6
1628,72017319,6
1629,72013505,6
1630,72023030,6
1631,71991609,6
1632,71798931,6
1633,71988606,6
1634,72035949,6
1635,72034601,6
1636,72009895,6
1637,71987949,6
1638,72029784,6
1639,72028062,6
1640,72004755,6
1641,72043987,6
1642,72012481,6
1643,72010253,6
1644,72053071,6
1645,71988593,6
1646,72007461,6
1647,72018322,6
1648,71997318,6
1649,71998769,6
1650,72002423,6
1651,72055443,6
1652,72004921,6
1653,72025995,6
1654,72024299,6
1655,72048431,6
1656,72050607,6
1657,71965591,6
1658,72033113,6
1659,71994238,6
1660,72048641,6
1661,71965949,6
1662,71987002,6
1663,71992895,6
