,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
11,72283110,ACT,299900,,02/07/2018,,,42,,13 Sargent,Belchertown,MA,1007,,3,2,1354,218,30690,Stephanie Connors,SR Commercial Realty,(413) 271-1180,Call List Agent,"INVESTORS take notice. What you see isn't all you get. There is a two unit residential home on this property but the value lies in the fact that it's zoned for commercial use and surrounded by business. High traffic count. TOWN WATER AND SEWER. Building was originally open, and could be again, for retail use.  You can collect rent while you are making your plans. Tenants' lease can end upon 60 day notice. Could make an interesting location for alternative medicine practitioners or other professionals. Because it can become open space inside, there are many possibilities. Building could be taken down to create an open site. May possibly be  reconfigured to provide more rooms for University students as it's only 21 minutes to UMass according to MapQuest.  See attached income/expense document provided by seller.",,,0,,,,,,,MF,Sargent,13,13,http://media.mlspin.com/photo.aspx?mls=72283110
12,72242354,ACT,369850,,10/12/2017,,,160,,0/14/16 Old East Brimfield,Brimfield,MA,1010,East Brimfield ,8,4,3200,63,126324,Gail Mahoney,RE/MAX Prof Associates,(508) 347-9595,"Call List Agent, Accompanied Showings, Appointment Required, Sign, Pets on Premises","COUNTRY LIFE PROPERTIES shares an UNHEARD of Brimfield opportunity! 4 rental units in this almost 3 acre, waterfront on Pork Barrel Pond, ""Country Compound!"" Spacious,updated 2 family with 2 additional mobile homes has amazing income and creative potential! Great access to Rt. 20,10 min to the Ma.Pike ( hour to Boston!! ) & Sturbridge's Restaurant Row! Each unit is in wonderful, updated condition.Laundry room & great storage in 2 family.Large lot w/pretty yard w/garden area & firepit patio, room for a horseshoe pit...speaking of that...space towards the back of the property for horses,goats,llamas?Oversized,detached garage w/elec., make it a small barn?Room for 4 wheelers?Shop for cars, motorcycles?Bar?Walk down the wooded path to the trails all around the peaceful pond, maintained by the Army Corps of Engineers, what privacy! There is so much to see here, please set an appointment with some notice and get ready to live your COUNTRY LIFE...with income!",,,3,,,Burgess,Tantasqua,Tantasqua,,MF,Old East Brimfield,1416,0/14/16,http://media.mlspin.com/photo.aspx?mls=72242354
13,72285984,ACT,99900,,2/26/2018,,,23,,245 Route 20,Chester,MA,1011,,5,2,2082,118,34848,Kathleen A. Engwer,RE/MAX Compass,(413) 568-0040,"Call List Agent, Appointment Required","Investors take a look. 10 rooms, 2 apartments, nice yard and over sized two car garage. Apartment #1 has large kitchen and living room with a full bath off the kitchen. There are 2 bedrooms on the first level and another 2 upstairs. There is a second full bath upstairs but presently does not work. Apartment #2 on the second level has 2 bedrooms, a full bath, living room, dining room and kitchen. There is a covered porch off of the dining room. 2 car garage with side door entry with plenty of room for your cars or workshop. Plenty of parking. This home needs a new owner and with some repairs could be a great home or income property.",,,2,,,Chester,Gateway,Gateway,,MF,Route 20,245,245,http://media.mlspin.com/photo.aspx?mls=72285984
14,71917606,SLD,179999,181000,10/10/2015,10/14/2016,,296,237,595 Chicopee St,Chicopee,MA,1013,,6,4,3388,88,6970,Tony Bernardes,The Property Shop Real Estate,(413) 583-3663,"Call List Agent, Accompanied Showings, Appointment Required","This well appointed three family brick building is perfect for an owner occupied or a nice investment property. 1st floor is a large 4 bedroom, 2 baths apartment. 2nd floor consists of 2 large, 1 bedroom and 1 bath units. Featuring new roof, vinyl windows & maintenance free brick exterior. All utilities are separate, electric heat, fresh paint, refinished hardwood floors & ceramic tile and many updates to kitchens and bath, plus a bonus rented 2 car garage. Make an appointment to see this great deal in Chicopee!",,,2,,,,,,,MF,Chicopee St,595,595,http://media.mlspin.com/photo.aspx?mls=71917606
15,71947423,ACT,579900,,01/11/2016,,,800,,902-910 Chicopee St.,Chicopee,MA,1013,,7,5,5036,218,12196,Dana Ivers,"Kelley & Katzer Real Estate, LLC",(413) 209-9933,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","Once in a Lifetime Opportunity!!  Great Income Producing Multifamily home and 5 Bay Manufactured Garages generating additional income w/a wide variety of uses.  Both the home and garages are Turn Key and Extremely Well Maintained.  The multi family home also offers a nice Office space for onsite management or possibility of converting it back to an efficiency apt.  An added bonus is the spacious 1 bdrm apt above the garages.  The home features Newer Porches and Railings, Harvey Replacement Windows, Vinyl Siding, Newer Roof, nicely renovated Units, 3 units have De-Lead Certificates, Newer Hot Water tanks w/state of the art Pecs Piping System, on site Laundry, and assigned parking space.  The Garages feature electric service, overhead doors, high ceilings, 2 w/ bathroom accommodations, 2 w/heat; 1 garage shop w/heat and A/C and security system.  Also included is one bay w/loft access for added storage. Now is your chance to own this property that has been a successfully run & maintained",,,0,,,,,,,MF,Chicopee St.,902910,902-910,http://media.mlspin.com/photo.aspx?mls=71947423
16,71961145,SLD,175000,170000,2/19/2016,10/21/2016,,96,96,10 Myrtle St,Chicopee,MA,1013,,4,2,2136,118,3920,Devan Vozella,Kathy M. Paul Real Estate,(413) 539-5996,Call List Agent,"Do you want instant income!? Are you ready to make some easy money!? Then come start your investment here with this adorable 2-family.  There are newly renovated kitchens, bathrooms, and a fully renovated third floor retreat with a full bathroom.  It's perfect for your teenager that needs that little extra space!  This 2-family is perfectly located for an easy commute and easy access to area amenities.  The very private backyard has a deck that is waiting for all those summer barbeque. This home will not last, so schedule your appointment today! I look forward to working with you!",,,0,,,,,,,MF,Myrtle St,10,10,http://media.mlspin.com/photo.aspx?mls=71961145
17,72031722,SLD,279000,274600,07/01/2016,10/04/2016,,49,38,32 Nassau St,Chicopee,MA,1013,,9,3,3561,118,5227,Zuleika Rivera,Harty and Rivera Real Estate,(413) 363-9484,"Call List Agent, Lock Box, Appointment Required","Beautiful 3 family completely redone with 3 bedrooms each unit, new roof,  new kitchens in all floors ,beautiful cabinets with granite counter tops, ceramic tiled floors,  stainless-steal appliances. You will love the open concept in all floors and laundry hook-ups in each unit. Easy Parking access in the backyard area .  Easy to show!",,,0,,,,,,,MF,Nassau St,32,32,http://media.mlspin.com/photo.aspx?mls=72031722
18,72048314,SLD,178500,178500,08/04/2016,10/21/2016,,6,6,159 Meadow St,Chicopee,MA,1013,,5,3,2860,88,5227,The Tracy Gagne Realty Group,Keller Williams Realty,(413) 585-0022,Schedule with ShowingTime or call 888-627-2775,"Buyers financing fell thru!! Your opportunity is back for this large 3 family is now for sale! The 1st floor makes for an ideal owner unit with 5 rooms 2 bedrooms and 1 bath, renovation is finishing up and will offer a new kitchen cabinets, appliances, flooring, carpeting, fresh paint and 1st floor laundry. Unit 2 offers 5 rooms, 2 bedrooms and 1 bath with the same floor plan as the 1st floor.  Unit 3 offers 3 rooms, 1 bedroom and 1 bath. Heating system and HT water tank are about a year old.   Home is conventionally located with access to all local highways.",,,2,,,,,,,MF,Meadow St,159,159,http://media.mlspin.com/photo.aspx?mls=72048314
19,72056732,SLD,335000,335000,8/22/2016,10/18/2016,,30,5,15 Franklin St,Chicopee,MA,1013,,6,6,5304,108,6098,Stephanie Connors,Keller Williams Realty,(413) 565-5478,Call List Agent,Wow! Look investors: 12.28% Cap Rate!  Hardwood floors. Dressing/storage rooms. Stove and refrigerator in all apartments. All replacement windows. Insulated. Coin op washer and dryer. Roof done approx. 2000.,,,0,,,,,,,MF,Franklin St,15,15,http://media.mlspin.com/photo.aspx?mls=72056732
20,72057495,SLD,149900,120000,8/24/2016,10/11/2016,,47,17,409 Front St,Chicopee,MA,1013,,7,3,3327,118,9583,Kim Landry,Park Square Realty,(413) 789-9830,Schedule with ShowingTime or call 888-627-2775,"Investors wanted! Tons of potential in this large 3 family home conveniently located on the bus route with a grocery store and church within walking distance. First floor ready to move in but the other 2 units need total rehab. There is no heat in the 2 units upstairs and no 2nd egress. Bring your imagination because this could be a great rental property! Newer roof and a great private yard! Cash or rehab loan needed, sold in as is condition.",,,0,,,,,,,MF,Front St,409,409,http://media.mlspin.com/photo.aspx?mls=72057495
21,72116217,ACT,144900,,02/06/2017,,,407,,29 Emerson St,Chicopee,MA,1013,,5,3,2300,133,6534,Mary Skinner,Skinner Real Estate Services,(413) 534-6300,Call List Agent,This 3 unit is located on a dead end street with good highway access. It's fully rented and the tenants pay all their own utilities. Call today to make an appointment to view this investment.,,,0,,,,,,,MF,Emerson St,29,29,http://media.mlspin.com/photo.aspx?mls=72116217
22,72241494,ACT,235500,,10/09/2017,,,163,,45-47 Roy Street,Chicopee,MA,1013,,4,3,1764,31,5227,Pari Hoxha,"Class Realty, Inc.",(413) 786-1834,"Call List Agent, Appointment Required","Duplex located in the desired Ferry Lane neighborhood. Located near Sherman Jane Park, which has a community pool. Minutes away from 391. Minutes from boat ramp. Has an ample amount of living area in both units. Both units contain hardwood flooring in the living rooms and carpeting in the bedrooms. Has a shed in the back yard. Home is versatile. Can be Owner Occupied but it will be an even better investment property. It could also perfect for it to be Owner Occupied in one unit and tenants in the second unit. All good choices.",,,0,,,,,,,MF,Roy Street,4547,45-47,http://media.mlspin.com/photo.aspx?mls=72241494
23,72265675,ACT,269900,,12/20/2017,,,91,,119 Prospect,Chicopee,MA,1013,,7,5,2500,106,7405,John Michon,"Real Living Realty Professionals, LLC",(413) 567-3361,"Lock Box, Appointment Required, Sign","GREAT INVESTMENT OPPORTUNITY! 5 Unit vacant building zoned 4 family. Recently cleaned out and readied for your tenants. You get to choose your own tenants. Definite money money maker here. 5 separate units. All 1 bedroom. Some replacement windows throughout. Brand new oil boiler and hot water heater installed. Separate electric meters for each unit. Hardwood floor recently redone. Enclosed porches. Oversized 2 car garage. Plenty of storage in basement for tenants. Call today, as this will not last.",,,2,,,,,,,MF,Prospect,119,119,http://media.mlspin.com/photo.aspx?mls=72265675
24,72270781,ACT,459900,,01/12/2018,,,68,,108 West Street,Chicopee,MA,1013,,4,3,4763,128,3920,Pamela Spear,William Raveis R.E. & Home Services,(413) 565-2111,"Call List Agent, Accompanied Showings","This bldg. includes a dine-in or take-out restaurant on 1st level w/ 2apts. on 2nd & 3rd flrs.The bldg. has been completely rehabbed inside & out over the last few yrs, incl. new siding,roof,windows,interior walls,front & back hallways,newer staircases,heating,electrical,plumbing,bathrooms,flooring, kitchen cabinets,counters & appliances at cost of over $150,000. Tenants pays their own utilitiesThe restaurant has,new CB panel,new tables &chairs  .Each Apt. has open flr plan with Lrm, Din rm & kitchen, 2 brs, & full bath.Owner occup. on 2nd flr,but will be vacant @ closing.Third floor apt. is available now.Cellar has a 1/2 bath..Also listed in Commercial listings. Right now only first floor is rented.",,,0,,,,,,,MF,West Street,108,108,http://media.mlspin.com/photo.aspx?mls=72270781
25,72279753,ACT,234900,,02/07/2018,,,42,,17 Spring St,Chicopee,MA,1013,,7,3,3500,128,5227,Team 413,"Hampden Realty Center, LLC",(413) 507-2988,Schedule with ShowingTime or call 888-627-2775,"Don't miss your chance to own this rare find! This fully vacant, remodeled two family is ready for it's new owner! Unit 1 offers custom cabinetry with soft close drawers, upgraded countertops, stainless steel appliances,3 good sized bedrooms, motion sensing light in pantry, brand new flooring, remodeled bathroom, and convenient one level living! Unit 2 offers all of that PLUS.... SEVEN bedrooms, stylish third floor with vaulted ceilings, a second full bath, balcony, and storage galore!!!! Plenty of room for the ever coveted in law space, teen suite, or game room!! This pristine home is the perfect opportunity for the owner occupied or investor!",,,4,,,,,,,MF,Spring St,17,17,http://media.mlspin.com/photo.aspx?mls=72279753
26,72285896,ACT,250000,,2/26/2018,,,23,,17 Pearl St,Chicopee,MA,1013,,4,2,2420,118,12632,The Denise DeSellier Team,"Real Living Realty Professionals, LLC",(413) 567-3361,Schedule with ShowingTime or call 888-627-2775,"Immaculately maintained two family home in the heart of Chicopee.  Updating has been done to both kitchens and baths.  Each levels has huge living room, dining room, kitchen, two bedrooms and full bath.  First floor has some special features with laundry in unit, space for an office in foyer, built in in dining room, laminate wood floors throughout with hardwood under.  The second floor also has hardwood under all floors except bath.   Third floor has 4 finished rooms.  In ground pool will be the crowd pleasure this summer with newer filter and pump with brick fireplace. There is a over sized two car garage with separate storage area for all lawn and pool equipment, as well as, a work shop in the basement of the garage (great main cave); walk out to your lower level yard for a play area or garden.  There is nothing to do but move in!!!  Roof is 7 years old, hot water tank 2016 and Newer electrical.",,,2,,,,,,,MF,Pearl St,17,17,http://media.mlspin.com/photo.aspx?mls=72285896
27,72287230,ACT,224900,,2/28/2018,,,21,,556 Springfield St,Chicopee,MA,1013,,4,2,1748,118,5663,Danielle Langevin,"RR & Company Realty, LLC",(413) 314-3463,Other (See Special Showing Instructions),"Become the proud owner of this gorgeously renovated, two-family home located minutes from Elms College!!  Perfectly situated near Chicopee Center, local parks with easy highway access, this cash-flowing, lead-certified property is ideal for an investor or owner-occupancy. Both units have undergone complete upgrades and renovations with nothing left to do but move in!!  Some highlights of this fantastic property are the new roof, new front porch, new baths and upgraded kitchens complete with stainless steel appliances to remain for buyers enjoyment.  Don't wait ~ this property will not last long in this market!!",,,0,,,Bowe,Fairview Middle,Chicopee HS,,MF,Springfield St,556,556,http://media.mlspin.com/photo.aspx?mls=72287230
28,72293850,ACT,214900,,3/15/2018,,,6,,53-55 Dresser Ave,Chicopee,MA,1013,,4,2,2234,91,13939,The Weingarten Real Estate Team,"Rovithis Realty, LLC",(413) 271-1180,"Lock Box, Accompanied Showings, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","Are you looking for a well maintained two-family in Chicopee near Elm's College? Each unit hosts two bedrooms, one bath and are very spacious.   The kitchens feature a pantry with plenty of cabinets and open to dining areas that are sure to be the hubs of each unit. Plus, the second floor features built in cabinetry and a large living area that adds to the ambiance. The first floor offers a dining area in the kitchen and an additional room for an office or potential 3rd bedroom.  The building also offers many convenient on-site amenities, such as two car detached garage, off street parking, gas heat, relaxing porches, hardwood floors and so much more... Whether you call it home or it’s solely an investment, it’s an opportunity you can’t miss!",,,2,,,,,,,MF,Dresser Ave,5355,53-55,http://media.mlspin.com/photo.aspx?mls=72293850
29,72296256,NEW,310000,,03/12/2018,,,9,,5-7 Bush Ave,Chicopee,MA,1013,,6,3,3000,11,6881,Hollie Hamelin,"Millennia Realty Group, LLC",(413) 351-8323,Call List Agent,"Investment Property!! Rare find, Duplex built in 2007, with good history of rental income. Tenants pay own utilities except for water.  Now is the time to generate immediate income. You can live on one side and have the other supplement your mortgage or rent both sides for income. Each Unit has 3 bedrooms, 1.5 bath, kitchen/dining combo with open floor plan living room. 1,500 square feet of living space in each unit. Bamboo hard wood floors, tile in bathrooms, and all bedrooms have carpeting. Custom kitchen upgrades make this Duplex a gem. Central Air, attached 1 car garage for each unit adds storage space, and their own decks to enjoy. All bedrooms have ceiling fans and 4 bedrooms have walk in closets (2 in each Unit),  6 panel doors, cable and phone hookup in all bedrooms. This home is solid construction and high end upgrades including stainless steel appliances and nickel finish hardware. This is a must see!!!!! Don't let the opportunity pass, this will not last.",,,2,,,,Bellamy,Chicopee Comp,,MF,Bush Ave,57,05-Jul,http://media.mlspin.com/photo.aspx?mls=72296256
30,72296273,NEW,209900,,3/21/2018,,,0,,429 OLDFIELD ROAD,Chicopee,MA,1013,,5,2,1728,49,6098,The Michael Robie Group,The Real Estate Market Center,(413) 224-1480,Schedule with ShowingTime or call 888-627-2775,"Turn the key and move right in!! Fabulous UPDATED property w/ so many recent improvements (APO) including New Roof (2010), New Siding (2010), Newer Hot Water Tanks and SO much more, see attached property feature sheet for details. Property offers a built-in storage unit for each unit. Beautiful spacious private FENCED YARD with perennial gardens. Great investment opportunity to live onsite or off... A Must See!",,,0,,,,,,,MF,OLDFIELD ROAD,429,429,http://media.mlspin.com/photo.aspx?mls=72296273
31,72296603,NEW,239900,,3/21/2018,,,0,,431-433 Springfield St,Chicopee,MA,1013,,7,2,3046,98,5663,Dorothy Lortie,Dot Lortie Realty / Landmark,(413) 739-9636,Call List Agent,"Great opportunity to own a beautiful mint 2 Family, live in and receive income, too. Near the Elms this spacious 6/6 2 family plus room on 3rd and a large enclosed sunny porch, plus 3 more. Love the beautiful wood work and gleaming wood floors. Oak pillars w/cabinets separate the nice living rm & dining room. The kitchens large enough for table & chairs and pantries. 3 bedrooms each floor all in move-in condition! Gas heat & HW for each unit & updated thermo windows all 3 floors. Vinyl sided, nice yard & large 2 car garage, only yard away from fun in the park.",,,2,,,,,,,MF,Springfield St,431433,431-433,http://media.mlspin.com/photo.aspx?mls=72296603
32,71963059,SLD,225000,225000,2/25/2016,10/13/2016,,18,14,45 Fuller Street,Chicopee,MA,1020,,4,2,2184,93,8276,Susan Lyons,Coldwell Banker Residential Brokerage - Longmeadow,(413) 567-8931,Call List Office,"STOP PAYING RENT & COLLECT RENT INSTEAD.  THIS INCREDIBLE 2 FAMILY  IN  A HIGHLY CONVENIENT LOCATION,  IS IDEAL FOR OWNER OCCUPANT LOOKING TO OWN AND NOT RENT.  LOTS OF LIGHT, GAS BOILERS ARE APPROX. 5 YEARS OLD, INCLOSED PORCHES FOR THAT EXTRA LIVING SPACE, VINYL SIDED, SECURITY SYSTEM, INGROUND WATER SPRINKLERS, FENCED YARD, ALL THIS PLUS MORE ON A ONE WAY STREET.  THIS IS ALSO A GREAT INVESTMENT OPPORTUNITY.",,,2,,,,,Chicopee High,,MF,Fuller Street,45,45,http://media.mlspin.com/photo.aspx?mls=71963059
33,71992324,SLD,159900,157500,4/21/2016,10/07/2016,,119,119,278 E Main Street,Chicopee,MA,1020,Chicopee Falls ,3,2,1788,98,6970,Barbara Vaughn,Coldwell Banker Residential Brokerage - Longmeadow,(413) 567-8931,"Call List Agent, Accompanied Showings, Appointment Required, Sign","Most attractive older 2-family nicely located with newer vinyl siding and insulated windows.  1st Flr:  Living Room, Dining Room, Kitchen plus 1 Bedroom.  Second Floor shows nicely, as well, with a layout that has Livingroom, Kitchen, Laundry hookup in lg Bathroom, large Bedroom and one small Bedroom   Home is very neat and clean with the following improvements over the years:  Main House Roof (2003) plus a minor repair on small roof over bay windows, New Chimney and stainless steel liner (2003), one Boiler is newer (installed 2009), second boiler slightly older,Circuit Breakers (100 amp each).    One car garage is presently being used as a workshop filled with a variety of tools, lawnmower, snowblower, small garden tools,  assortment of power tools, and wood stove for heat while working in the colder months - all included for buyer's enjoyment (or seller can remove).  A covered attached area is used for a 1 car garage.  Property provides excellent parking.  1st floor vacant 9/01/16",,,1,,,,,,,MF,E Main Street,278,278,http://media.mlspin.com/photo.aspx?mls=71992324
34,72018077,SLD,315000,280000,06/06/2016,10/20/2016,,38,38,31-35 Southwick St,Chicopee,MA,1020,,11,6,5044,83,16552,Jeffrey OConnor,Gallagher Real Estate,(413) 536-7232,Other (See Special Showing Instructions),"Dont miss this opportunity to own a six unit property with an additional adjacent parking lot, All units have separate utilities, the two unit building  has natural gas heat and was rebuilt in the 1990s. the four unit has sepeately metered electric baseboard heat",,,0,,,,,,,MF,Southwick St,3135,31-35,http://media.mlspin.com/photo.aspx?mls=72018077
