,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
11,71831593,SLD,650000,550000,5/6/2015,3/29/2017,,330,9,48 Wyman Street,Boston,MA,02130,Jamaica Plain,6,3,3720,93,5165,Mariana Galstian,My Boston Condo,(617) 701-7434,--,"Property is vacant, boarded and in very poor condition.  A failed chimney and portion of roof have led to water damage on all 3 levels.  The pipes froze over this last winter and the building will need a full gut renovation to be made habitable.      This is a short sale and subject to lender approval.",,,0,,,,,,,MF,Wyman Street,48,48,http://media.mlspin.com/photo.aspx?mls=71831593
12,71834589,ACT,279900,,5/11/2015,,,1039,,76 Cushman Road,Leverett,MA,01054,,7,6,4400,238,87007,Shawn Bowman,Trademark Real Estate,(413) 665-2155,Call List Agent,"Unique Investment Opportunity for this Large Leverett Multi-Family Property.  (1) 2-Bedroom Unit, (4) 1-Bedroom Unit, and Several Smaller Studio Apartments on Lower Level.  Plenty of Parking and great Country Location.  Separate Utilities - updated Electric and new electric service.",,,0,,,Leverett Elem,Amherst,Amherst,,MF,Cushman Road,76,76,http://media.mlspin.com/photo.aspx?mls=71834589
13,71837752,SLD,1650000,1550000,5/15/2015,3/1/2017,,480,480,506 Foundry St,Easton,MA,02375,,16,13.5,12249,32,62291,Michael Haikal,Michael Haikal Real Estate,(508) 587-4700,Call List Agent,Awesome 8 unit apartment building in Easton 5 corners area known as Clay Gables. Great income and great investment opportunity. 7 out of 8 units are presently rented. All this on about 1 1/2  acre lot with frontage on Route 106.,,,7,,,,,,,MF,Foundry St,506,506,http://media.mlspin.com/photo.aspx?mls=71837752
14,71856491,SLD,279900,275000,6/12/2015,3/27/2017,,539,479,738-744 Plymouth Ave,Fall River,MA,02721,,6,2.5,4036,118,3571,Jose Castelo,ERA Jose S. Castelo Real Estate Inc.,(508) 995-6291,"Call List Office, Call List Agent, Accompanied Showings, Appointment Required, Other (See Special Showing Instructions)","Fall River: Mixed use property with retail space on first level, and 2, 3 bedroom units above, vinyl exterior, parking lot, great corner location! (198)",,,0,,,,,,,MF,Plymouth Ave,738744,738-744,http://media.mlspin.com/photo.aspx?mls=71856491
15,71860178,ACT,525000,,6/18/2015,,,1002,,31-35 Sawyer St,Methuen,MA,01844,,4,4,2868,118,10800,Richard Fontaine,Parkhill Realty Group,(413) 222-3472,Owner,"PROPERTY TO BE SOLD ""AS IS"" IN GOOD CONDITION  Unique Multi-Family Situated in an Area of Predominantly SINGLE FAMILY HOMES .       Four (4) One Bedroom Units with All Updated Plumbing & Electrical, Separate Utilities       and Parking Situated Near Hickory Hill Golf Course.          A Record of Recent Sales Activity in the Area Shows a Similar Multi-Family   Property SOLD for $ 525,000            Hurry Now Before Prices Increase Again to Take Advantage of this Tremendous Value.",,,0,,,,,,,MF,Sawyer St,3135,31-35,http://media.mlspin.com/photo.aspx?mls=71860178
16,71875614,ACT,465000,,7/18/2015,,,824,,45 Everett Street,Middleboro,MA,02346,,11,6,3000,118,20000,Matthew Zimmerman,Regent Real Estate,(508) 888-3179,--,"STOREFRONT IN MIDDLEBORO AND FIVE (5) RESIDENTIAL UNITS ABOVE! STRONG, RELIABLE RENTROLL ... HIGH VISIBILITY CORNER LOT LOCATION IN AREA NEEDING A STORE! LIVE AT YOUR BUSINESS OR HOUSE YOUR STORE MANAGER HERE! PROPERTY ALSO HAS LARGE DETACHED 3-CAR GARAGE AS A SEPARATE RENTABLE STRUCTURE. MUCH WORK NEEDED COME MAKE YOUR OWN ASSESSMENT. CLOCKWORK RENTROLL WILL BE INCREASED 10% +/-  BY CURRENT OWNER FOR YOU BEFORE CONVEYANCE *NOTE: 1 OF 5 APARTMENTS RENTED AT DISCOUNT FOR ON-SITE RESIDENT MANAGER, A 10+ YEAR OCCUPANT--- DRIVE-BYS ARE ENCOURAGED AS LOCATION WILL HAVE YOUR WHEELS TURNING -- STORE CONVERSION IT IS SITTING VACANT READY TO GO FOR YOU ! --",,,3,,,,,,,MF,Everett Street,45,45,http://media.mlspin.com/photo.aspx?mls=71875614
17,71891804,SLD,198900,300000,7/7/2015,3/22/2017,,392,55,257 irving st,Framingham,MA,01702,,5,3,2938,116,5663,Salustia Ortiz,"Dreamcatcher Investment Group, Inc.",(617) 561-1040,Call List Office,Short sale needs third party approval.   Sold   As is Buyer to do due diligence to verify details in this listing.   Do not disturb or approach the sellers directly. contact the listing agent for any information.,,,0,,,,,,,MF,irving st,257,257,http://media.mlspin.com/photo.aspx?mls=71891804
18,71906097,SLD,225000,225000,9/17/2015,3/3/2017,,416,416,15 Observatory,Haverhill,MA,01832,,6,3,2021,118,4134,Dianne Burns,Di - An Realty,(978) 373-1199,"Call List Agent, Appointment Required","OWNER SAYS SELL.  Property has updated wiring, heating, etc.   ALL SEPARATE UTILITIES.   Just collect the rents from 3 units  or live in one and let tenants pay the bill.   RENTS ARE LOW BUT NOT on leases.   Room for improvement.   Off street parking, yard.  Very handy location near to historic district and restaurants.  Route 495 is nearby as is the train station. 2 paved parking spots and tenants put one in front yard in winter.",,,0,,,,,,,MF,Observatory,15,15,http://media.mlspin.com/photo.aspx?mls=71906097
19,71914369,SLD,280000,320000,7/11/2015,3/24/2017,,85,85,1098 -1100 Hyde Park Ave,Boston,MA,02136,Hyde Park,6,2,2401,98,3328,Festy Johnson,Secured Realty Inc.,(617) 319-2400,"Call List Office, Call List Agent, Key in Office, Accompanied Showings, Appointment Required","Great location for owner occupy or investor, Medium  home with potential  easy access to the high way, shopping, Banking and public transportation, Need a lot of work Contractor  special, Cash only buyer. Sale subject to a third party approval. Sold as is buyer should exercise care when entry the building.",,,0,,,yes,yes,tey,,MF,Hyde Park Ave,1098 1100,1098 -1100,http://media.mlspin.com/photo.aspx?mls=71914369
20,71922391,SLD,299000,295000,10/21/2015,3/31/2017,,490,476,100 Leonard St,North Attleboro,MA,02760,,6,3,2942,93,7299,Ed Pariseau Jr.,"CENTURY 21 ED Pariseau, REALTORS®",(508) 695-8080,"Call List Office, Accompanied Showings, Appointment Required","Well kept 3 family in NORTH ATTLEBORO!  Vinyl sided. Separate heat and electric.  Spacious apartments. 3 washer and dryer hookups. Interior front and rear entrances to all apartments. 4 circuit breaker panels. Many updates in the past 5 years. Great income for the investor or owner occupant!  In the same family since 1949. Spacious front entry hall redone 5 years ago. Large closet under the staircase. Several replacement windows. Electric smoke detectors and emergency lighting in the hallways. Third floor just repainted, to rent at $950.00. 2nd floor being cleaned to rent at $975.00.  Great location!",,,0,,,,,,,MF,Leonard St,100,100,http://media.mlspin.com/photo.aspx?mls=71922391
21,71930530,ACT,89000,,11/11/2015,,,851,,37 Stebbins St,Springfield,MA,01109,,8,2.5,2858,114,9470,Jose Rodriguez,Century 21 A-1 Nolan Realty,(413) 737-7356,--,"Investors take notice!!! Eight rooms, four bedrooms in each unit. Good-sized yard, off street parking and on a bus route.",,,0,,,,,choice,,MF,Stebbins St,37,37,http://media.mlspin.com/photo.aspx?mls=71930530
22,71933093,ACT,160000,,11/16/2015,,,393,,222 Whitins Rd,Sutton,MA,01590,,9,2.5,2807,134,23958,Carla Horn,ERA Key Realty Services,(508) 234-0550,Schedule with ShowingTime or call 888-627-2775,"SHORT SALE APPROVED AT LIST PRICE. Hard to find, incredibly spacious duplex close to major routes & conveniences.  Connect to town water and sewer. Front porch, decks on both units, 4 car garage, lovely open yard. Vinyl windows in most rooms, wood floors in several rooms.  Owner's unit has 1.5 baths, first floor laundry, master bedroom with 2 closets & direct access to full bathroom, second bedroom on second floor, 3 bedrooms on third floor. Plaster work & cosmetics needed to this unit. Second unit has full bathroom off kitchen, dining room & living room, and 4 bedrooms. Needs structural work & second unit needs extensive work to many rooms. Front roof is approximately 9 years, back approximately 20 years. One furnace is approx 10 years old, second is approx 18 years old. One newer oil tank. Separate water heaters & circuit breaker panels. Great rental property or flip for investor! Will require a CASH BUYER!!",,,4,,,,,,,MF,Whitins Rd,222,222,http://media.mlspin.com/photo.aspx?mls=71933093
23,71935432,ACT,349900,,11/22/2015,,,845,,93 (lot76)New Templeton Road,Hubbardston,MA,01452,,6,3,1288,0,110000,Denise F. Wortman,EXIT New Options Real Estate,(888) 363-3948,"Call List Agent, Go Direct, Sign","Build a brand new duplex in the lovely town of Hubbardston ! Live in one side, rent the other or have an extended family home built! Many options available.  Land owner is also a builder and plans are available.",,,0,,,,,,,MF,(lot76)New Templeton Road,93,93,http://media.mlspin.com/photo.aspx?mls=71935432
24,71941788,ACT,224900,,12/16/2015,,,821,,307 Mill Street,New Bedford,MA,02740,,9,3,3579,107,2876,Tom Dixon,Keller Williams Realty,(508) 238-5000,Schedule with ShowingTime or call 888-627-2775,"Spacious 3 Family on corner lot and great location. Each floor offers 3 Bedrooms, Galley Style kitchen, Dining Room and Living Room. Great Investment Opportunity.  fully rented great cash flow. please give a few days notice to schedule showings as we have to co-ordinate with all the tenants",,,0,,,,,,,MF,Mill Street,307,307,http://media.mlspin.com/photo.aspx?mls=71941788
25,71945515,ACT,1500000,,1/5/2016,,,795,,350 Riverbend st,Athol,MA,01331,,24,18,14920,11,108900,Douglas Pochini,D.Pochini Real Estate,(978) 632-2284,"Call List Office, Call List Agent","Riverbend Estates, 12 beautiful multi level condominiums, each with 2 Bedrooms, 1.5 Baths, Bright Kitchen/ Dining area. Sliders to private patio and back yard. Master Bedroom with walk in closet. all Appliances included. Separate Laundry area in lower level with one car garage. Small Storage basement in rear. To Be Sold as Package.",,,12,,,,,,,MF,Riverbend st,350,350,http://media.mlspin.com/photo.aspx?mls=71945515
26,71945846,ACT,399900,,1/6/2016,,,1034,,514-516 Parker Street,Gardner,MA,01440,,5,3.5,2600,11,20000,Douglas Pochini,D.Pochini Real Estate,(978) 632-2284,"Call List Office, Call List Agent, Appointment Required","Beautiful two family duplex with garages, 2007 Construction, great floor plans, Outstanding yard for children or dog. Spacious living for small family. A must see. Both Units are currently rented but a great opportunity to buy.",,,2,,,,Gardner Middle,Gardner High,,MF,Parker Street,514516,514-516,http://media.mlspin.com/photo.aspx?mls=71945846
27,71947423,ACT,579900,,1/11/2016,,,795,,902-910 Chicopee St.,Chicopee,MA,01013,,7,5,5036,218,12196,Dana Ivers,"Kelley & Katzer Real Estate, LLC",(413) 209-9933,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","Once in a Lifetime Opportunity!!  Great Income Producing Multifamily home and 5 Bay Manufactured Garages generating additional income w/a wide variety of uses.  Both the home and garages are Turn Key and Extremely Well Maintained.  The multi family home also offers a nice Office space for onsite management or possibility of converting it back to an efficiency apt.  An added bonus is the spacious 1 bdrm apt above the garages.  The home features Newer Porches and Railings, Harvey Replacement Windows, Vinyl Siding, Newer Roof, nicely renovated Units, 3 units have De-Lead Certificates, Newer Hot Water tanks w/state of the art Pecs Piping System, on site Laundry, and assigned parking space.  The Garages feature electric service, overhead doors, high ceilings, 2 w/ bathroom accommodations, 2 w/heat; 1 garage shop w/heat and A/C and security system.  Also included is one bay w/loft access for added storage. Now is your chance to own this property that has been a successfully run & maintained",,,0,,,,,,,MF,Chicopee St.,902910,902-910,http://media.mlspin.com/photo.aspx?mls=71947423
28,71950565,EXT,384900,,1/20/2016,,,786,,17 Middleboro Rd.,Freetown,MA,02717,,4,2,1817,128,82764,Byron R. Ford Jr,Berkshire Hathaway Home Services - Mel Antonio Real Estate,(508) 991-6661,Call List Agent,"This historic TWO FAMILY antique Victorian sits on just under two acres. Zoned mixed use, you could live here and build your walk to business or keep the home as money maker.  Build-able for many business opportunities other than restaurant or pizza shop.  Lots of potential for this great business location.  The property has a HD 20 commercial 3000 gallon baffled septic tank with a 6 bedroom leaching field. This is a great piece of property. Home has lots of character and charm",,,0,,,,,,,MF,Middleboro Rd.,17,17,http://media.mlspin.com/photo.aspx?mls=71950565
29,71954220,SLD,69900,55000,2/1/2016,3/3/2017,,10,0,5-7 Ingram St,South Hadley,MA,01075,,5,3,2914,118,2664,Mario Tascon,Tascon & Company,(413) 788-4663,Call List Agent,This South Hadley 3 Family is the last house on a dead end street.  Water and Plumbing damage inhabitable in need of extensive repairs.,,,0,,,,,,,MF,Ingram St,57,5-7,http://media.mlspin.com/photo.aspx?mls=71954220
30,71961489,SLD,249900,260000,2/19/2016,3/31/2017,,5,3,9-11 Butler St,Lawrence,MA,01841,,9,3,3708,118,3296,Team Angel,"Angel Homes Realty, Inc.",(978) 390-7469,Other (See Special Showing Instructions),"All terms subject to 3rd party approval.CASH Buyers only or Rehab loan! Buyer to be responsible for smoke certificate and any expenses to bring building to pass testing if needed. Sold AS IS, no repairs to be made by seller.  Please do not approach tenants!!",,,0,,,,,,,MF,Butler St,911,9-11,http://media.mlspin.com/photo.aspx?mls=71961489
31,71966021,SLD,300000,300000,3/2/2016,3/15/2017,,196,176,136 Eastern Ave,Worcester,MA,01605,,8,1,3098,118,3135,Benjamin Virga,"Bridgestone Properties, LLC",(617) 269-1206,Other (See Special Showing Instructions),Great 4 Family in a convenient location with excellent tenants. All the Units are 4 Rooms with 2 Bedrooms and the gross rent for these Units is $3600 per month. All 4 Units are De-Leaded with quality tenants who always pay on time. This is a true turn key investment opportunity as the seller has done all the expensive hard work and a new owner will step in and reap the benefits without the costs or headaches! Available with 2 other buildings in a 17 Unit package as well.,,,0,,,,,,,MF,Eastern Ave,136,136,http://media.mlspin.com/photo.aspx?mls=71966021
32,71971194,SLD,160500,155000,3/12/2016,3/1/2017,,688,317,6 Sibley Ave,Westfield,MA,01085,,4,2,1810,132,4224,Christine Libardi/The Home Team,Keller Williams Realty,(413) 789-9880,Schedule with ShowingTime or call 888-627-2775,"Great investment near the college. Great rental area, separate utilities, separate driveways for off street parking. Much updating. Newer roof, appliances, circuit breakers, tankless heating units, newer bath fixtures, all new porches and second floor newly enclosed porch. Walk in closet, nicely updated bath with tile floor. Hardwood floors through out.   All stainless steel appliances remain including washer and dryer on both floors and three air conditioning units. Walk up attic. Ceiling fans through out. Storage shed.  Newer 12 x 16 second floor deck. Replacement windows. Owner relocating make an offer.",,,0,,,,,,,MF,Sibley Ave,6,6,http://media.mlspin.com/photo.aspx?mls=71971194
33,71971244,SLD,3290000,3010000,3/12/2016,3/23/2017,,234,219,106 Tyler St,Boston,MA,02111,Chinatown,15,8.5,6036,119,1400,Derek Wong,V & E Realty,(617) 786-9399,Call List Agent,"Beautiful mixed used multi- family. Brick. 4 residential units and 1 commercial unit in the basement, current use is hair salon. Corner units. Renovated and the half part of the building was new addition few years ago. Eat-in kitchens with granite counter tops. Hardwood floor. This property works not only for owner occupant, but also a good rental income investment property.Rent could be higher. Close T, South Station, , Mass Pike, Expressway, Tuft Medical Center, Theatre District and Downtown Crossing. About 10 minutes drive to Logan International Airport. Good opportunity to own this rental income property. Please give some notice to show.",,,0,,,,,,,MF,Tyler St,106,106,http://media.mlspin.com/photo.aspx?mls=71971244
34,71971715,ACT,315000,,3/14/2016,,,732,,120-122 Logtown Rd,Amherst,MA,01002,,4,3,1660,33,20233,Kym Peloquin,Century 21 Hometown Associates,(413) 315-4337,"Call List Agent, Accompanied Showings, Appointment Required, Sign, Other (See Special Showing Instructions)","Buyers want extra income then come check out  this BEAUTIFUL, MOVE IN READY owner occupied single family raised ranch with a 1 bedroom apartment that is located behind the garage. The property is all electric and has leased Solar Panels.  Amenities include a deck, storage shed, 2 full baths, laundry room and a family room along with an additional room in the lower level. The apartment offers 1 bedroom kitchen/living room combo and a full bath with stackable washer/drier plus a deck.  This apartment has it's own house number  and entrance and can be rental income or used as an in-law apartment or maybe even an office.  Per town, property has to be owner occupied. Buyer responsible to verify legal usage for apartment and all other information.  Buyer responsible to take over the solar lease.",,,1,,,,,,,MF,Logtown Rd,120122,120-122,http://media.mlspin.com/photo.aspx?mls=71971715
35,71975012,SLD,650000,635000,3/19/2016,3/7/2017,,163,163,172 HARVARD   ST.,Boston,MA,02124,Dorchester,9,3,4299,98,11551,Liem Nguyen,Dot Homes Real Estate Company,(617) 379-3345,"Call List Office, Call List Agent","Massive 3 family,  Totally renovated  10 year ago.   hardwood floor through out,  Electrical and heating systems had upgraded.  3  de-lead  certificates .   Nice and responsible  long term tenants .  First floor currently vacant.   Selling as is condition.",,,1,,,,,,,MF,HARVARD   ST.,172,172,http://media.mlspin.com/photo.aspx?mls=71975012
36,71975770,SLD,1275000,1145000,3/21/2016,3/3/2017,,134,101,8 Hardan Rd,Somerville,MA,02144,,4,2,2952,108,8934,Daniel Groob,Prime Property Group,(617) 586-7822,--,"Magnificent two family home with many updates including all new electric and central AC! Great layouts in the units make them fit for owner occupancy, long term rental, or a stunning condo conversion! Separate, updated utilities and flexible flooprplans make this a cash cow right now. Immediate proximity to Tufts University and Davis Square make this one a real winner forever! This offering also includes the adjacent 4806sqft accessory lot known as 10 Hardan Rd, which features a two level garage and significant remaining lot for development of a second multi family structure. Engineer believes a ~3000sqft 2 fam will satisfy FAR and setback requirements. Buyers to perform own due diligence.",,,2,,,,,,,MF,Hardan Rd,8,8,http://media.mlspin.com/photo.aspx?mls=71975770
37,71975829,ACT,175000,,3/22/2016,,,940,,218-220 Albion Street,Fall River,MA,02723,,6,3,3105,118,2567,Tom Dixon,Keller Williams Realty,(508) 238-5000,Schedule with ShowingTime or call 888-627-2775,"Owner Occupy or Investment Opportunity ~ Multi Family in need of a little TLC ~ 3 Units each consisting of 3 Bedrooms, Living Room, Dining Room, Kitchen and Bath.    first floor and second floor currently occupied   third floor needs a little tlc  very large 3 family",,,0,,,,,,,MF,Albion Street,218220,218-220,http://media.mlspin.com/photo.aspx?mls=71975829
38,71976175,ACT,4225000,,3/22/2016,,,724,,58 Nosh Kola lane,Patterson,NY,12563,,0,0,0,13,5140080,Robert K. Scott,RE/MAX Destiny,(617) 576-3800,--,"This magnificent estate is being offered as a package.  It is a 118 acre historic site with it's own private 8.5 acre lake.  It was purchased privately and developed into a glorious residential compound that encompasses 4 homes that were architecturally designed within the past 15 years including one historic home which has been completely renovated.  The estate is only an hour's drive from New York City.  It is only 5 miles from the Danbury, Connecticut line.  All this and easily accessed at the intersections of routes #84, 684, & 22.  The New York City commuter line to Southeast or Brewster is at your fingertips.  (Full price will be disclosed upon the request of any vetted interested party.)",,,0,,,,,,,MF,Nosh Kola lane,58,58,http://media.mlspin.com/photo.aspx?mls=71976175
39,71977630,ACT,439900,,3/25/2016,,,531,,60-62 Taft Ave,Mendon,MA,01756,,4,3,2564,47,25134,Kim E. Poirier,ERA Key Realty Services- Milf,(508) 478-7777,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","This is a Wonderful Opportunity for a tradesman or someone needing a large workshop area or a great clubhouse for the kids. This sprawling 2 family overlooks beautiful Lake Nipmuc, has a private yard that abuts ball park, and just steps away from the town beach area. The lower level has been newly renovated and has a 1 bedroom rental unit that could easily be a 2 bdrm. The main level of this home is a sprawling ranch style with huge kitchen & dining area, custom built-ins, Large Bedrooms, and an oversized beamed living room with slider access to a wrap-round deck and beautiful back yard. Would rent for $2500/mo,  Close to Southwick Zoo, Mendon Drive-In and Town Beach! A great owner occupied set up or just sit back and collect the rents.",,,0,,,,,,,MF,Taft Ave,6062,60-62,http://media.mlspin.com/photo.aspx?mls=71977630
40,71978368,SLD,279900,265000,3/28/2016,3/3/2017,,288,288,25 E Battles St,Brockton,MA,02301,,5,3,3124,123,14244,Denise Lane,"WEICHERT, REALTORS® - Briarwood Real Estate",(508) 230-8200,--,"GROUP SHOWING ON SUNDAY, JUNE 26 FROM 11:00 - 12:00.......1st floor unit has been vacated!!!  Now is your chance to come and see this amazing opportunity with this mixed use property - commercial and residential.  First floor has a wide open space with office and bath.  Very easy to tailor to your business.  Or convert to additional residential units.  Currently the building has 2 apartments on the 2nd floor that are rented as TAW. Per owner, the property can be made into a 6 family building as per the City of Brockton since there is ample acreage and parking (this information should be verified by buyer and buyer agent with the City of Brockton).  Or it can remain as is.  It is up to you!",,,0,,,,,,,MF,E Battles St,25,25,http://media.mlspin.com/photo.aspx?mls=71978368
