,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
15,71912990,SLD,365000,365000,10/1/2015,6/2/2017,,323,323,20-22 Maple st.,Lawrence,MA,01841,South Lawrence,9,3,3516,93,4912,Greisy Jimenez,Dwelling Place Realty,(508) 559-1302,Other (See Special Showing Instructions),"Fantastic 3 family in the City of Lawrence with a Total remolded  first and third floor, updated kitchen and bathroom, some hardwood floors, heating system and electrical, fenced back yard and some parking spaces. Please allow 24 hours to set up showing, email listing agent.",,,0,,,,,Lawrence High,,MF,Maple st.,2022,20-22,http://media.mlspin.com/photo.aspx?mls=71912990
16,71920582,SLD,215000,200000,10/17/2015,6/1/2017,,453,453,492 High St Extension,Clinton,MA,01510,,3,2.5,3286,118,10232,John Vaillancourt,Keller Williams Realty Westborough,(508) 871-7141,Schedule with ShowingTime or call 888-627-2775,"Do you own a small business and tired of paying rent for your storefront?  Available now is the former McRell television repair shop on High St, fully remodeled and operating as a hair salon.  Two residential units above bring in over $2,000 per month which even if you fully financed the purchase would cover the carrying costs of the building.  Do you own a young business that could benefit from the income of two rental units?  Prefer to live above your work location?  This property provides a strong starting point to jump start any young business!",,,2,,,Clinton Elem,Clinton Middle,Clinton High,,MF,High St Extension,492,492,http://media.mlspin.com/photo.aspx?mls=71920582
17,71925208,CTG,599000,,10/16/2015,,,475,460,315 North Main St,Natick,MA,01760,,4,2,1624,34,77929,William Fitzpatrick,"Wellesley Real Estate, LLC",(508) 420-1800,"Call List Agent, Accompanied Showings, Appointment Required","Two-family house on 77,929 square feet.  Lots of room with lots of creative possibilities or simply enjoy your own big slice of nature. Great commuter location just minutes to Rt. 9, Rt 30 and the Mass Pike.  Current zoning is residential with variance for the multi-family.",,,0,,,,,,,MF,North Main St,315,315,http://media.mlspin.com/photo.aspx?mls=71925208
18,71930530,ACT,89000,,11/11/2015,,,827,,37 Stebbins St,Springfield,MA,01109,,8,2.5,2858,114,9470,Jose Rodriguez,Century 21 A-1 Nolan Realty,(413) 737-7356,--,"Investors take notice!!! Eight rooms, four bedrooms in each unit. Good-sized yard, off street parking and on a bus route.",,,0,,,,,choice,,MF,Stebbins St,37,37,http://media.mlspin.com/photo.aspx?mls=71930530
19,71935432,ACT,349900,,11/22/2015,,,821,,93 (lot76)New Templeton Road,Hubbardston,MA,01452,,6,3,1288,0,110000,Denise F. Wortman,EXIT New Options Real Estate,(888) 363-3948,"Call List Agent, Go Direct, Sign","Build a brand new duplex in the lovely town of Hubbardston ! Live in one side, rent the other or have an extended family home built! Many options available.  Land owner is also a builder and plans are available.",,,0,,,,,,,MF,(lot76)New Templeton Road,93,93,http://media.mlspin.com/photo.aspx?mls=71935432
20,71941788,ACT,224900,,12/16/2015,,,797,,307 Mill Street,New Bedford,MA,02740,,9,3,3579,107,2876,Tom Dixon,Keller Williams Realty,(508) 238-5000,Schedule with ShowingTime or call 888-627-2775,"Spacious 3 Family on corner lot and great location. Each floor offers 3 Bedrooms, Galley Style kitchen, Dining Room and Living Room. Great Investment Opportunity.  fully rented great cash flow. please give a few days notice to schedule showings as we have to co-ordinate with all the tenants",,,0,,,,,,,MF,Mill Street,307,307,http://media.mlspin.com/photo.aspx?mls=71941788
21,71945515,ACT,1500000,,1/5/2016,,,771,,350 Riverbend st,Athol,MA,01331,,24,18,14920,11,108900,Douglas Pochini,D.Pochini Real Estate,(978) 632-2284,"Call List Office, Call List Agent","Riverbend Estates, 12 beautiful multi level condominiums, each with 2 Bedrooms, 1.5 Baths, Bright Kitchen/ Dining area. Sliders to private patio and back yard. Master Bedroom with walk in closet. all Appliances included. Separate Laundry area in lower level with one car garage. Small Storage basement in rear. To Be Sold as Package.",,,12,,,,,,,MF,Riverbend st,350,350,http://media.mlspin.com/photo.aspx?mls=71945515
22,71945846,ACT,399900,,1/6/2016,,,1010,,514-516 Parker Street,Gardner,MA,01440,,5,3.5,2600,11,20000,Douglas Pochini,D.Pochini Real Estate,(978) 632-2284,"Call List Office, Call List Agent, Appointment Required","Beautiful two family duplex with garages, 2007 Construction, great floor plans, Outstanding yard for children or dog. Spacious living for small family. A must see. Both Units are currently rented but a great opportunity to buy.",,,2,,,,Gardner Middle,Gardner High,,MF,Parker Street,514516,514-516,http://media.mlspin.com/photo.aspx?mls=71945846
23,71947423,ACT,579900,,1/11/2016,,,771,,902-910 Chicopee St.,Chicopee,MA,01013,,7,5,5036,218,12196,Dana Ivers,"Kelley & Katzer Real Estate, LLC",(413) 209-9933,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","Once in a Lifetime Opportunity!!  Great Income Producing Multifamily home and 5 Bay Manufactured Garages generating additional income w/a wide variety of uses.  Both the home and garages are Turn Key and Extremely Well Maintained.  The multi family home also offers a nice Office space for onsite management or possibility of converting it back to an efficiency apt.  An added bonus is the spacious 1 bdrm apt above the garages.  The home features Newer Porches and Railings, Harvey Replacement Windows, Vinyl Siding, Newer Roof, nicely renovated Units, 3 units have De-Lead Certificates, Newer Hot Water tanks w/state of the art Pecs Piping System, on site Laundry, and assigned parking space.  The Garages feature electric service, overhead doors, high ceilings, 2 w/ bathroom accommodations, 2 w/heat; 1 garage shop w/heat and A/C and security system.  Also included is one bay w/loft access for added storage. Now is your chance to own this property that has been a successfully run & maintained",,,0,,,,,,,MF,Chicopee St.,902910,902-910,http://media.mlspin.com/photo.aspx?mls=71947423
24,71950565,ACT,394900,,1/20/2016,,,762,,17 Middleboro Rd.,Freetown,MA,02717,,4,2,1817,128,82764,Byron R. Ford Jr,Berkshire Hathaway Home Services - Mel Antonio Real Estate,(508) 991-6661,Call List Agent,"This historic TWO FAMILY antique Victorian sits on just under two acres. Zoned mixed use, you could live here and build your walk to business or keep the home as money maker.  Build-able for many business opportunities other than restaurant or pizza shop.  Lots of potential for this great business location.  The property has a HD 20 commercial 3000 gallon baffled septic tank with a 6 bedroom leaching field. This is a great piece of property. Home has lots of character and charm",,,0,,,,,,,MF,Middleboro Rd.,17,17,http://media.mlspin.com/photo.aspx?mls=71950565
25,71959198,SLD,154900,154639,2/15/2016,6/8/2017,,347,347,143-145 Euclid Avenue,Springfield,MA,01108,,7,3,3047,98,5397,Nikolay Yusenko,"Class Realty, Inc.",(413) 786-1834,"Appointment Required, Other (See Special Showing Instructions)",A very spacious two-family outside of Downtown Springfield. This property is located close to many area amenities such as highway access and restaurants which is lucrative for potential tenants. Has a fenced-in yard for tenants looking for some privacy. Recently upgraded with hardwood floors installed throughout and tile in the bathroom and kitchen. Unit 1 has a large living room and an eat-in kitchen along with four bedrooms and two full bathrooms. The second unit has the same with only three bedrooms and one full bathroom. Do not miss the opportunity to view this house!,,,0,,,,,,,MF,Euclid Avenue,143145,143-145,http://media.mlspin.com/photo.aspx?mls=71959198
26,71959324,SLD,204900,198000,2/15/2016,6/29/2017,,456,442,49-51 County St,New Bedford,MA,02744,,9,5,4288,138,2758,Ronald Oliveira,Century 21 Signature Properties,(508) 999-4541,--,"Great 5 unit with solid rental history, new electric, new roof, new windows, all separate utilities, located in the South End of New Bedford.",,,0,,,,,,,MF,County St,4951,49-51,http://media.mlspin.com/photo.aspx?mls=71959324
27,71962608,SLD,314900,275000,2/24/2016,6/14/2017,,452,452,49 & 51 Dwight St,Chicopee,MA,01013,,11,8,5440,118,12632,Chris Buendo,The Real Estate Market Center,(413) 224-1480,"Accompanied Showings, Schedule with ShowingTime or call 888-627-2775","Fully Rented - 100% occupancy. Renovations completed to allow for prompt sale. Motivated seller. Major Renovation completed Dec 2015 on Brick Front = Come take a new look. Great cash flow on these 2-Unit + 6-unit apt buildings. To be sold and shown together. Much of the heavy lifting has been done including a new roof '06, new fire escapes '07, Renovated apartments within the last three years, and updated electric. Replacement windows and gravel driveway. These properties currently gross $18,000/year for the 2-Unit + $55,000 a year from the 6-unit. Owner is very motivated. All units have separate utilities paid for by each tenant + an owner's electric meter for common areas. Conveniently located in the heart of Chicopee center, Western Massachusetts. Corner of Exchange Street & Dwight Street - minutes from Elms College, City Hall, the Mass Pike (Exit 5) and Springfield, Mass. Make an offer and own this money maker!! 51 Dwight St is Fully Deleaded.",,,0,,,,,,,MF,Dwight St,49  51,49 & 51,http://media.mlspin.com/photo.aspx?mls=71962608
28,71971715,ACT,315000,,3/14/2016,,,708,,120-122 Logtown Rd,Amherst,MA,01002,,4,3,1660,33,20233,Kym Peloquin,Century 21 Hometown Associates,(413) 315-4337,"Call List Agent, Accompanied Showings, Appointment Required, Sign, Other (See Special Showing Instructions)","Buyers want extra income then come check out  this BEAUTIFUL, MOVE IN READY owner occupied single family raised ranch with a 1 bedroom apartment that is located behind the garage. The property is all electric and has leased Solar Panels.  Amenities include a deck, storage shed, 2 full baths, laundry room and a family room along with an additional room in the lower level. The apartment offers 1 bedroom kitchen/living room combo and a full bath with stackable washer/drier plus a deck.  This apartment has it's own house number  and entrance and can be rental income or used as an in-law apartment or maybe even an office.  Per town, property has to be owner occupied. Buyer responsible to verify legal usage for apartment and all other information.  Buyer responsible to take over the solar lease.",,,1,,,,,,,MF,Logtown Rd,120122,120-122,http://media.mlspin.com/photo.aspx?mls=71971715
29,71975829,ACT,175000,,3/22/2016,,,916,,218-220 Albion Street,Fall River,MA,02723,,6,3,3105,118,2567,Tom Dixon,Keller Williams Realty,(508) 238-5000,Schedule with ShowingTime or call 888-627-2775,"Owner Occupy or Investment Opportunity ~ Multi Family in need of a little TLC ~ 3 Units each consisting of 3 Bedrooms, Living Room, Dining Room, Kitchen and Bath.    first floor and second floor currently occupied   third floor needs a little tlc  very large 3 family",,,0,,,,,,,MF,Albion Street,218220,218-220,http://media.mlspin.com/photo.aspx?mls=71975829
30,71976175,ACT,4225000,,3/22/2016,,,700,,58 Nosh Kola lane,Patterson,NY,12563,,0,0,0,13,5140080,Robert K. Scott,RE/MAX Destiny,(617) 576-3800,--,"This magnificent estate is being offered as a package.  It is a 118 acre historic site with it's own private 8.5 acre lake.  It was purchased privately and developed into a glorious residential compound that encompasses 4 homes that were architecturally designed within the past 15 years including one historic home which has been completely renovated.  The estate is only an hour's drive from New York City.  It is only 5 miles from the Danbury, Connecticut line.  All this and easily accessed at the intersections of routes #84, 684, & 22.  The New York City commuter line to Southeast or Brewster is at your fingertips.  (Full price will be disclosed upon the request of any vetted interested party.)",,,0,,,,,,,MF,Nosh Kola lane,58,58,http://media.mlspin.com/photo.aspx?mls=71976175
31,71981766,ACT,199000,,4/1/2016,,,690,,256 Main St,Northfield,MA,01360,,8,2,3112,118,52272,Michael Pratt,Coldwell Banker Upton-Massamont REALTORS®,(413) 625-6366,"Call List Agent, Lock Box, Appointment Required, Sign","Stately two-and-one-half story farmhouse, located across from the former Northfield Mount Hermon campus. Twelve rooms, seven bedrooms and two baths with walk up attic to what were three extra bedrooms back in the day. Currently it is configured as a two-family style home with separate heating systems. Downstairs apartment has seen some upgrades and improvements over the years. The upstairs apartment has not seen attention for over 30 years. The exterior and slate roof has been maintained regularly. You will find an attached two car garage, a full basement with interior access and bulkhead, public water and city sewer. All of this makes a great opportunity.",,,2,,,Northfield,Pioneer,Pioneer,,MF,Main St,256,256,http://media.mlspin.com/photo.aspx?mls=71981766
32,71982171,SLD,170000,150000,4/3/2016,6/22/2017,,657,643,921 Washington St,Stoughton,MA,02072,,4,2,1408,93,11151,Michael J. Crimmins,Crimmins Real Estate,(781) 344-4100,"Call List Office, Call List Agent, Lock Box, Sign","PROPERTY IS VACANT; furnaces and hot water tanks are about 12 years old, house has been converted to gas, 200 amp service with circuit breakers is about 12 years old; skylight in bedroom. Property line goes right up to repair shop building, actually 18 inches from it",,,0,,,,,,,MF,Washington St,921,921,http://media.mlspin.com/photo.aspx?mls=71982171
33,71982201,ACT,389000,,4/3/2016,,,688,,70 Orange St,Westfield,MA,01085,,11,6,0,118,7841,Suzanne Moore,"Real Living Realty Professionals, LLC",(413) 568-2405,Schedule with ShowingTime or call 888-627-2775,"Nicely maintained 5 family home in the heart of Westfield!    De-lead certificates for all 5 units!  Fully rented..great investment!  Two buildings on one lot.. One unit  is a 5/3/2 free standing house,  and the other is comprised of 4 units..",,,0,,,,,,,MF,Orange St,70,70,http://media.mlspin.com/photo.aspx?mls=71982201
34,71986631,CTG,200000,,4/12/2016,,,159,148,31 High St,Haverhill,MA,01832,,6,2.5,2144,108,5940,Vision Realty Group,RE/MAX Renaissance Inc.,(978) 664-3000,"Appointment Required, Schedule with ShowingTime or call 888-627-2775, Other (See Special Showing Instructions)","**SHORT SALE**2 FAMILY IN NEED OF SOME REHAB (1st unit). FENCED IN YARD, OFF STREET PARKING, PRIVATE PORCH OR PATIO FOR EACH UNIT. CONTINGENT UPON THIRD PARTY APPROVAL. SOLD AS-IS. $5,000 negotiation fee is due to short sale negotiator at closing - cannot be financed.**EMAIL ALL QUESTIONS!!**",,,0,,,,,,,MF,High St,31,31,http://media.mlspin.com/photo.aspx?mls=71986631
35,71988033,SLD,499000,565000,4/14/2016,6/9/2017,,6,6,157 Sharon St,Medford,MA,02155,,6,2,2493,108,5000,Thomas Lee,RE/MAX Andrew Realty Services,(781) 395-7676,Schedule with ShowingTime or call 888-627-2775,"New listing of a hard to find Medford duplex with 6 bedrooms and 2 baths, both units are empty.  These units are being sold ""AS IS"".  Each unit has 3 bedrooms, 1 full bath, living room, kitchen, dining room area, attic and cellar. Each unit have an enclosed front porch and open back porch.  This property features original hardwood floors, one side private driveway and street parting out front.  Property needs lots of work so Tradesmen, Contractors and Developers are also welcome to make a cash offer.  Ideal for potential condo conversion.   The duplex is in a great location on a quiet dead end street near Tufts, Whole Foods, The Mystic Lakes, Arlington Center, MTBA bus lines and commuter rail. Shopping and dining nearby.   Open House this weekend April 16 - 17 from 12 pm to 2 pm. Offers due to agent by 4/19/2016 at 4 p.m.with 24 hour response from the seller.",,,0,,,Brooks,Choice,Medford High,,MF,Sharon St,157,157,http://media.mlspin.com/photo.aspx?mls=71988033
36,71995217,SLD,254500,235000,4/27/2016,6/2/2017,,201,187,427 Orange St,Springfield,MA,01108,,6,6,6144,107,4169,The Acuna Group,Maria Acuna Real Estate,(413) 739-5787,Schedule with ShowingTime or call 888-627-2775,"Money making opportunity with this 6 family with a current gross annual income of $46,800 per year. An increase in rent could put you at a gross over 50k!  Vinyl siding for easy maintenance and main roof is around 10yrs. Lower roof is under 2yrs old. Easy to rent four room, one bedrooms units with hardwood flooring. Gas heat for two units and electric heat for the other four.  Well maintained by long term owner. Property also has emergency lighting in halls as well as security cameras. Attic is unfinished and may have some potential for living space. Buyer to verify.",,,0,,,,,,,MF,Orange St,427,427,http://media.mlspin.com/photo.aspx?mls=71995217
37,71995517,CTG,134900,,4/27/2016,,,739,530,121 Central St,Southbridge,MA,01550,,7,3.5,3870,103,6597,Realty Delia Group,EXIT Realty Partners,(508) 797-3948,"Sign, Schedule with ShowingTime or call 888-627-2775","WONDERFUL OPPORTUNITY TO OWN THIS GREAT MULTIFAMILY UNIT! LIVE ON THE ONE FLOOR AND LET THE OTHERS PAY YOUR BILLS!  WOULD MAKE FOR A GREAT OWNER OCCUPIED UNIT!  MANY UPDATES THROUGH-OUT~ BRAND NEW FURNACES FOR 2 UNITS!  UPDATED ELECTRICAL THROUGH OUT WITH OWNERS METER!  YOU'LL LOVE THE REPLACEMENT WINDOWS!  RIVER VIEWS!  GREAT LOCATION, HARDWOOD FLOORS, WASHER/DRYER HOOK UPS IN THE UNITS!  GREAT PORCH AREA FOR RELAXING, WALK TO THE CENTER OF TOWN! GREAT CORNER LOT WITH OFF STREET PARKING!  UNIT 1 IS THE OWNERS SUITE, W/FULL REMODEL IN 2012- INCLUDING 1.5BATH, METICULOUSLY MAINTAINED & CARED FOR, THE PROPERTY BOASTS OF 3UNITS W/WONDERFUL LAYOUT, SPACIOUS ROOMS, W/FANTASIC NATURAL LIGHT, NATURAL WOODWORK. 2ND FLOOR IS RENTED W/NEW TENANT, THIRD AND FIRST FLOOR ARE BEING FRESHLY PAINTED AND CLEANED READY FOR A NEW TENANT! 2ND & 3RD FLOOR COULD EASILY BE USED AS A 3 BEDROOM. LG LIVING RMS W/NEW WINDOWS,  THIS IS NOT A DRIVE BY IT'S A MUST SEE!  CALL NOW! UNIT 1 & EXTERIOR HAVE LEAD CERTS.",,,0,,,Southbridge,Southbridge,Southbridge,,MF,Central St,121,121,http://media.mlspin.com/photo.aspx?mls=71995517
38,72001385,SLD,155900,100000,5/7/2016,6/2/2017,,358,357,44-46 Borinquen St,Providence,RI,02905,,5,3,2738,108,5075,Jackie Durfee,Century 21 Topsail Realty - Tiverton,(401) 625-5878,"Call List Agent, Accompanied Showings, Appointment Required","Tons of potential with this multi family home. It's all about location. Right by the hospitals with quick access to major highways, shopping and restaurants. Needs updating will not qualify for FHA. Being sold as is.  Great property for investors and income potential.",,,0,,,,Roger Williams,Juanita Sanchez,,MF,Borinquen St,4446,44-46,http://media.mlspin.com/photo.aspx?mls=72001385
