,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
11,71842324,SLD,105000,93500,5/23/2015,1/26/2017,,462,462,411 South Street,Fitchburg,MA,1420,,8,4.5,3758,118,32650,Susan Clark,RE/MAX Property Promotions,(978) 847-0800,"Call List Agent, Lock Box, Appointment Required",Four Family located in Residential and Commercial location located across from South Street Elementary. When fully rented $2550  and still had oners unit to live in  !!! Usage has many options. Large lot for expansion on parking or building. Owner unit has 2 levels and 3 bedrooms. First floor has two units. Second and third floor has one etch. Owner occupied for many years.Collect premium rents that cover up ad beyond expenses!!! Call agent for more details !!!CASH OR REHAB LOAN,,,0,,,,,,,MF,South Street,411,411,http://media.mlspin.com/photo.aspx?mls=71842324
12,71853752,SLD,109900,99900,06/09/2015,1/27/2017,,334,334,326 East Main St.,East Brookfield,MA,1515,,5,3,3208,130,14374,James Lovett,Century 21 Toomey-Lovett,(508) 885-3443,"Call List Office, Call List Agent, Accompanied Showings","2 family on rt.9 in East Brookfield. Worth a look!.  first,  2nd and 3 rd. floor need  work. Worth the effort for an investor..easy to show. great location.  easy to make into a money maker",,,0,,,,,,,MF,East Main St.,326,326,http://media.mlspin.com/photo.aspx?mls=71853752
13,71860178,ACT,525000,,6/18/2015,,,1002,,31-35 Sawyer St,Methuen,MA,1844,,4,4,2868,118,10800,Richard Fontaine,Parkhill Realty Group,(413) 222-3472,Owner,"PROPERTY TO BE SOLD ""AS IS"" IN GOOD CONDITION  Unique Multi-Family Situated in an Area of Predominantly SINGLE FAMILY HOMES .       Four (4) One Bedroom Units with All Updated Plumbing & Electrical, Separate Utilities       and Parking Situated Near Hickory Hill Golf Course.          A Record of Recent Sales Activity in the Area Shows a Similar Multi-Family   Property SOLD for $ 525,000            Hurry Now Before Prices Increase Again to Take Advantage of this Tremendous Value.",,,0,,,,,,,MF,Sawyer St,3135,31-35,http://media.mlspin.com/photo.aspx?mls=71860178
14,71873074,SLD,179900,155000,7/14/2015,01/06/2017,,468,454,54 Randall Rd,Montague,MA,1351,,4,3,2040,34,35000,Douglas Fontaine,Maniatty Real Estate,(413) 774-3400,"Call List Office, Call List Agent, Accompanied Showings, Appointment Required","This Awesome Duplex is located in a great Montague neighborhood and just minutes to all amenities. Each unit features 2 bedrooms, 1 1/2 Baths, Dine-in Kitchen, separate parking and More.  Situated on a large Corner lot with a great back yard and even has a fully insulated 12x20 workshop with power which is perfect for an owner occupied investment!",,,0,,,,,,,MF,Randall Rd,54,54,http://media.mlspin.com/photo.aspx?mls=71873074
15,71873651,SLD,114900,105000,7/15/2015,01/03/2017,,333,232,117 Folly Mill Rd,Salisbury,MA,1952,,4,2,1300,68,8100,Gary Blattberg,RE/MAX Advantage Real Estate,(978) 927-9100,Other (See Special Showing Instructions),"Contingent due to Sale being subject to Personal Representative being granted a license to sell from Essex Probate Court. Show for back up. OFFERS ARE WELCOME!   Rehab or builder’s delight. One parcel. Trailer and a single family house.  Both Homes have been occupied for years. Add central heat and live in them as is. Neither has a basement. Septic for trailer & cess pool for house. No Title V (buyer’s responsibility). No appliances included with sale. Cash or possible 203k rehab loan buyers preferred. Potential to remove dwellings and add a new home, possibly a 2 family or 2 condos. Check & confirm with Bldg Inspector. Seller and/or Agent make no representations about the property, the location of the property lines or use of the property. Buyer to perform all due diligence regarding all physical and legal characteristics of the property. Property sold in as is condition.",,,0,,,,,,,MF,Folly Mill Rd,117,117,http://media.mlspin.com/photo.aspx?mls=71873651
16,71875614,ACT,465000,,7/18/2015,,,824,,45 Everett Street,Middleboro,MA,2346,,11,6,3000,118,20000,Matthew Zimmerman,Regent Real Estate,(508) 888-3179,--,"STOREFRONT IN MIDDLEBORO AND FIVE (5) RESIDENTIAL UNITS ABOVE! STRONG, RELIABLE RENTROLL ... HIGH VISIBILITY CORNER LOT LOCATION IN AREA NEEDING A STORE! LIVE AT YOUR BUSINESS OR HOUSE YOUR STORE MANAGER HERE! PROPERTY ALSO HAS LARGE DETACHED 3-CAR GARAGE AS A SEPARATE RENTABLE STRUCTURE. MUCH WORK NEEDED COME MAKE YOUR OWN ASSESSMENT. CLOCKWORK RENTROLL WILL BE INCREASED 10% +/-  BY CURRENT OWNER FOR YOU BEFORE CONVEYANCE *NOTE: 1 OF 5 APARTMENTS RENTED AT DISCOUNT FOR ON-SITE RESIDENT MANAGER, A 10+ YEAR OCCUPANT--- DRIVE-BYS ARE ENCOURAGED AS LOCATION WILL HAVE YOUR WHEELS TURNING -- STORE CONVERSION IT IS SITTING VACANT READY TO GO FOR YOU ! --",,,3,,,,,,,MF,Everett Street,45,45,http://media.mlspin.com/photo.aspx?mls=71875614
17,71883237,SLD,339000,316000,08/03/2015,1/25/2017,,500,500,32-34 Olga Ave,Worcester,MA,1605,Belmont Hill,8,4,5021,98,5973,Robert Marquedant,Selective Homes Realty,(508) 341-5630,"Call List Agent, Lock Box, Other (See Special Showing Instructions)","Substantial 4 family with strong rental income in a convenient east side location! Good sized yard, kids play area with private hedge offers great owner occupied opportunities. Lots of period woodwork with built-ins, wood pantries, and custom detailing. Gleaming hardwoods in most rooms except kitchen and bath. Replacement windows, doors, newer main roof and updated baths with ceramic tile. Lower unit is fully above grade with full basement underneath. Fully sided. Detached garage and parking area.",,,1,,,,,,,MF,Olga Ave,3234,32-34,http://media.mlspin.com/photo.aspx?mls=71883237
18,71886471,SLD,299000,279000,08/08/2015,1/19/2017,,600,459,502 S Main St,Fall River,MA,2721,,7,6,4783,104,4192,Genevieve Pappas,RE/MAX Right Choice,(508) 677-3629,"Call List Agent, Accompanied Showings, Appointment Required, Pets on Premises","Multi-use property situated on corner lot in central business district. Two store fronts & 5 fully rented apartments. Very well maintained with newer roof, updated electric & good sized apartments in great condition. Off street parking for 3 vehicles, and location is very convenient for tenants & provides ample exposure for any business situated in the storefronts . Excellent return on investment with net income at approximately $26,000/year.",,,0,,,,,,,MF,S Main St,502,502,http://media.mlspin.com/photo.aspx?mls=71886471
19,71899735,SLD,679000,612000,09/07/2015,1/13/2017,,210,180,21-23 Greenview Ave,Boston,MA,2130,Jamaica Plain,4,3.5,1907,318,2206,Jay Balaban,Unlimited Sotheby's International Realty,(617) 522-2200,"Accompanied Showings, Appointment Required","This JP Centre side-by-side antique townhouse two-family awaits your polish and your additions to its long history. Our Seller was told it was once a stable to one of JP's grand homes, and was moved to this location. Two duplex units, 2+BR/1.5BA & 1+BR/2BA have exposed hand-hewn beams, updated kitchens and baths, and the charm of an antique home. In-unit laundry (both units), replacement windows, updated electric & newer plumbing. Set on a tiny cul-de-sac in a great JP Centre location, just seconds from Centre Street's shops, restaurants and buses. Walk to Jamaica Pond / Arnold Arboretum / Green Street T. CALL TODAY!",,,0,,,,,,,MF,Greenview Ave,2123,21-23,http://media.mlspin.com/photo.aspx?mls=71899735
20,71907342,SLD,419000,426000,9/20/2015,1/13/2017,,122,122,122-124 Willow St,Lawrence,MA,1841,,9,4.5,3852,98,3200,Juan Concepcion,International Real-Estate Investment Group,(978) 965-4148,Call List Agent,"Back on market ,!!!  Call your Investors, Bring your first time home owners , this large 3 family home  featuring 3 bedrooms per unit, bring your offers today.*******Open House Wednesday Nov 09,2016 From 4:30 pm to 6:00 pm, please Feel Free to send your buyers ******",,,0,,,,,,,MF,Willow St,122124,122-124,http://media.mlspin.com/photo.aspx?mls=71907342
21,71909025,SLD,415000,415000,9/23/2015,1/24/2017,,387,368,27.5 Wellman Street,Beverly,MA,1915,,3,3,1861,138,3336,Natalie Luca Fiore,Keller Williams Realty,(978) 927-8700,"Call List Agent, Accompanied Showings","Back on market due to financing issue., again! Great home inspection.  This wonderful and easy to maintain home has a roof that was done November 2014!  Heating systems are less than 5 years old also.  Perfect for the beginner investor or the person who wants to owner occupy.  Walk to train and close to Rte 128 make this a commuters dream.  Walking distance to great restaurants and the beach also.",,,0,,,,,,,MF,Wellman Street,27.5,27.5,http://media.mlspin.com/photo.aspx?mls=71909025
22,71915014,SLD,129900,117500,10/05/2015,01/04/2017,,362,362,13 Bluff St,Worcester,MA,1610,,4,2,1320,128,2240,Kristine Gaffney,ERA Key Realty Services- Auburn,(508) 832-5831,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","Many improvements have been made to this 2 Family house over the years and appears to be in overall good condition.  Perfect for an extended family or in-law situation.  Separate Gas forced hot air heating & central air systems for each unit.  Maintenance free vinyl siding and replacement windows.  Updated circuit breaker panels including landlord panel.  Off street parking. Enjoy the conveniences and proximity to restaurants, shopping, public transportation & highway access.  Investors take notice - just purchase & collect rents!",,,0,,,,,,,MF,Bluff St,13,13,http://media.mlspin.com/photo.aspx?mls=71915014
23,71923107,SLD,119000,120000,10/23/2015,1/13/2017,,311,288,183-185 Middle St,Springfield,MA,1104,,4,2,1848,41,5001,Christine Moore,Crescent Hill Real Estate,(978) 985-8455,Other (See Special Showing Instructions),,,,0,,,,,,,MF,Middle St,183185,183-185,http://media.mlspin.com/photo.aspx?mls=71923107
24,71930530,ACT,89000,,11/11/2015,,,851,,37 Stebbins St,Springfield,MA,1109,,8,2.5,2858,114,9470,Jose Rodriguez,Century 21 A-1 Nolan Realty,(413) 737-7356,--,"Investors take notice!!! Eight rooms, four bedrooms in each unit. Good-sized yard, off street parking and on a bus route.",,,0,,,,,choice,,MF,Stebbins St,37,37,http://media.mlspin.com/photo.aspx?mls=71930530
25,71933093,ACT,160000,,11/16/2015,,,393,,222 Whitins Rd,Sutton,MA,1590,,9,2.5,2807,134,23958,Carla Horn,ERA Key Realty Services,(508) 234-0550,Schedule with ShowingTime or call 888-627-2775,"SHORT SALE APPROVED AT LIST PRICE. Hard to find, incredibly spacious duplex close to major routes & conveniences.  Connect to town water and sewer. Front porch, decks on both units, 4 car garage, lovely open yard. Vinyl windows in most rooms, wood floors in several rooms.  Owner's unit has 1.5 baths, first floor laundry, master bedroom with 2 closets & direct access to full bathroom, second bedroom on second floor, 3 bedrooms on third floor. Plaster work & cosmetics needed to this unit. Second unit has full bathroom off kitchen, dining room & living room, and 4 bedrooms. Needs structural work & second unit needs extensive work to many rooms. Front roof is approximately 9 years, back approximately 20 years. One furnace is approx 10 years old, second is approx 18 years old. One newer oil tank. Separate water heaters & circuit breaker panels. Great rental property or flip for investor! Will require a CASH BUYER!!",,,4,,,,,,,MF,Whitins Rd,222,222,http://media.mlspin.com/photo.aspx?mls=71933093
26,71935432,ACT,349900,,11/22/2015,,,845,,93 (lot76)New Templeton Road,Hubbardston,MA,1452,,6,3,1288,0,110000,Denise F. Wortman,EXIT New Options Real Estate,(888) 363-3948,"Call List Agent, Go Direct, Sign","Build a brand new duplex in the lovely town of Hubbardston ! Live in one side, rent the other or have an extended family home built! Many options available.  Land owner is also a builder and plans are available.",,,0,,,,,,,MF,(lot76)New Templeton Road,93,93,http://media.mlspin.com/photo.aspx?mls=71935432
27,71937261,SLD,290000,266000,12/01/2015,1/27/2017,,194,130,157 Willow St,Lawrence,MA,1841,,8,3,2376,118,3200,Juan Concepcion,International Real-Estate Investment Group,(978) 965-4148,"Call List Office, Call List Agent","Great investment or first time home buyer property on North Lawrence, 3 family featuring 3 bedrooms 1st and second, with 1 bedroom on third, Garage and parking off street for 3 cars. Bring your buyers today.",,,1,,,,,,,MF,Willow St,157,157,http://media.mlspin.com/photo.aspx?mls=71937261
28,71941590,SLD,295000,255000,12/15/2015,1/26/2017,,99,99,10 NORMAL STREET,Worcester,MA,1605,,14,4,6200,103,6143,Christina Kelly,"ALL CAPITAL REALTY, LLC",(508) 366-4888,Other (See Special Showing Instructions),"ATTENTION INVESTORS...HUGE 4-FAMILY WITH 6200 OF LIVING SPACE! BUS, T AND TRAIN STATION NEARBY.. ALL SEPARATE UTILITIES. WASHER / DRYER HOOK UPS FOR ALL UNITS. GREAT INCOME PROPERTY OR FOR AN OWNER OCCUPIED.  FULLY RENTED. WALKING DISTANCE TO SHREWSBURY STREET SHOPS, MEDICAL CITY CENTER AND COMMUTER RAIL. PROPERTY IS OCCUPIED SO WILL NEED 48 HOUR NOTICE FOR SHOWINGS. SOLD AS-IS. BUYER NEEDS TO PERFORM ALL DUE DILIGENCE AT BUYERS EXPENSE & TO VERIFY ALL LISTING INFO. LISTING AGENCY/AGENT DOESN'T WARRANT LISTING. BUYER NEEDS TO PERFORM ALL DUE DILIGENCE AT BUYERS EXPENSE.  //  ATTENTION SOLD AS-IS  //  SELLER WILL NOT REPLACE OR REPAIR ANY ISSUES! **** // PLEASE NOTE: AN EFFORT HAS BEEN MADE TO DISCLOSE ALL KNOWN INFORMATION RELATIVE TO TAXES, UTILITIES, AND SPECIAL ASSESSMENTS. IT IS RECOMMENDED THAT THE BUYER OR BUYER'S AGENT PERFORM DUE DILIGENCE ON BEHALF OF THE BUYER TO CONFIRM, AS THE SELLER WILL ONLY PAY THE CHARGES FROM THE TIME OF ACQUISITION UNTIL CLOSING.",,,0,,,WORCESTER,WORCESTER,WORCESTER,,MF,NORMAL STREET,10,10,http://media.mlspin.com/photo.aspx?mls=71941590
29,71941788,ACT,224900,,12/16/2015,,,821,,307 Mill Street,New Bedford,MA,2740,,9,3,3579,107,2876,Tom Dixon,Keller Williams Realty,(508) 238-5000,Schedule with ShowingTime or call 888-627-2775,"Spacious 3 Family on corner lot and great location. Each floor offers 3 Bedrooms, Galley Style kitchen, Dining Room and Living Room. Great Investment Opportunity.  fully rented great cash flow. please give a few days notice to schedule showings as we have to co-ordinate with all the tenants",,,0,,,,,,,MF,Mill Street,307,307,http://media.mlspin.com/photo.aspx?mls=71941788
30,71945227,SLD,159900,160000,01/04/2016,1/13/2017,,190,1,20 Owens Ave,Brockton,MA,2301,,2,2,2092,154,4008,Judy Luca,Gibson Sotheby's International Realty,(617) 227-1000,Accompanied Showings,"Two family in convenient location, 2+ bedrooms in each unit. Newer siding, inside needs updating.",,,1,,,,,,,MF,Owens Ave,20,20,http://media.mlspin.com/photo.aspx?mls=71945227
31,71945515,ACT,1500000,,01/05/2016,,,795,,350 Riverbend st,Athol,MA,1331,,24,18,14920,11,108900,Douglas Pochini,D.Pochini Real Estate,(978) 632-2284,"Call List Office, Call List Agent","Riverbend Estates, 12 beautiful multi level condominiums, each with 2 Bedrooms, 1.5 Baths, Bright Kitchen/ Dining area. Sliders to private patio and back yard. Master Bedroom with walk in closet. all Appliances included. Separate Laundry area in lower level with one car garage. Small Storage basement in rear. To Be Sold as Package.",,,12,,,,,,,MF,Riverbend st,350,350,http://media.mlspin.com/photo.aspx?mls=71945515
32,71945846,ACT,399900,,01/06/2016,,,1034,,514-516 Parker Street,Gardner,MA,1440,,5,3.5,2600,11,20000,Douglas Pochini,D.Pochini Real Estate,(978) 632-2284,"Call List Office, Call List Agent, Appointment Required","Beautiful two family duplex with garages, 2007 Construction, great floor plans, Outstanding yard for children or dog. Spacious living for small family. A must see. Both Units are currently rented but a great opportunity to buy.",,,2,,,,Gardner Middle,Gardner High,,MF,Parker Street,514516,514-516,http://media.mlspin.com/photo.aspx?mls=71945846
33,71947423,ACT,579900,,01/11/2016,,,795,,902-910 Chicopee St.,Chicopee,MA,1013,,7,5,5036,218,12196,Dana Ivers,"Kelley & Katzer Real Estate, LLC",(413) 209-9933,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","Once in a Lifetime Opportunity!!  Great Income Producing Multifamily home and 5 Bay Manufactured Garages generating additional income w/a wide variety of uses.  Both the home and garages are Turn Key and Extremely Well Maintained.  The multi family home also offers a nice Office space for onsite management or possibility of converting it back to an efficiency apt.  An added bonus is the spacious 1 bdrm apt above the garages.  The home features Newer Porches and Railings, Harvey Replacement Windows, Vinyl Siding, Newer Roof, nicely renovated Units, 3 units have De-Lead Certificates, Newer Hot Water tanks w/state of the art Pecs Piping System, on site Laundry, and assigned parking space.  The Garages feature electric service, overhead doors, high ceilings, 2 w/ bathroom accommodations, 2 w/heat; 1 garage shop w/heat and A/C and security system.  Also included is one bay w/loft access for added storage. Now is your chance to own this property that has been a successfully run & maintained",,,0,,,,,,,MF,Chicopee St.,902910,902-910,http://media.mlspin.com/photo.aspx?mls=71947423
34,71947701,SLD,199700,195000,01/11/2016,1/30/2017,,354,344,755 Plymouth Ave,Fall River,MA,2721,,8,4,2892,118,3002,Joseph Motta III,Keller Williams Realty - Foxboro/North Attleboro,(508) 695-4545,"Call List Agent, Accompanied Showings, Appointment Required",Large four family with four two bedroom units and off street parking. This would be great for the owner occupied purchaser that wants their mortgage paid for by the other 3 rentals or a good investment property that is fully rented and pulling in $2360 a month in rent now. House had major renovation when current owner purchased it and has many upgrades since.  It is in need of some TLC but is in good condition and priced right. This large four family is priced to sell and will not last long so don't delay call and schedule a showing today before it is gone.,,,0,,,,,,,MF,Plymouth Ave,755,755,http://media.mlspin.com/photo.aspx?mls=71947701
35,71949654,SLD,125000,105000,1/17/2016,01/09/2017,,310,310,14 Greenwood St,Gardner,MA,1440,,5,3,2340,118,3586,Thomas Vargeletis,Century 21 North Shore/Storrs & DeNault,(978) 537-5100,Call List Agent,"INVESTORS: 15% CAP rate. Turn key rental income property with newer energy efficient gas heat and hot water units installed in basement and updated electrical panels. Entire property maintained properly, no corner cutting on maintenance. Walking distance to center of town. This property is fully rented. Fantastic location, well cared for building, don't miss out on this opportunity!",,,2,,,,,,,MF,Greenwood St,14,14,http://media.mlspin.com/photo.aspx?mls=71949654
36,71950565,EXT,384900,,1/20/2016,,,786,,17 Middleboro Rd.,Freetown,MA,2717,,4,2,1817,128,82764,Byron R. Ford Jr,Berkshire Hathaway Home Services - Mel Antonio Real Estate,(508) 991-6661,Call List Agent,"This historic TWO FAMILY antique Victorian sits on just under two acres. Zoned mixed use, you could live here and build your walk to business or keep the home as money maker.  Build-able for many business opportunities other than restaurant or pizza shop.  Lots of potential for this great business location.  The property has a HD 20 commercial 3000 gallon baffled septic tank with a 6 bedroom leaching field. This is a great piece of property. Home has lots of character and charm",,,0,,,,,,,MF,Middleboro Rd.,17,17,http://media.mlspin.com/photo.aspx?mls=71950565
37,71952389,SLD,319900,325000,1/26/2016,1/17/2017,,304,287,3 E Main St,Williamsburg,MA,1096,,5,3,2672,164,17424,Craig Della Penna,"The Murphys REALTORS® , Inc.",(413) 584-5700,"Lock Box, Sign, Schedule with ShowingTime or call 888-627-2775","Beautiful 1854 3 FAMILY HOME located in the historic village of Williamsburg. Owners apt has large open great room with working fireplace, Window wall with French doors lead to a mahogany deck and large stone stairs to the garden. Dining rm with large picture window to the front and bay window to the rear overlooking enormous stone-wall and shade garden. 3 bedrms with excellent closet space on the 2nd floor. Seller has just installed, gleaming wide-pine floors in the owners' apartment second fl master bed and hallway.  Basement with laundry. Beautiful separate barn with new roof has roomy 1st floor for artist studio or equipment storage and stairs to second floor storage. Oil Heat & Recent updated furnace.Two, one bedroom apartments with excellent light located in the front section of the house, one apartment up one down. Each apt has full living room, bedroom, kitchen and bath. EXCELLENT RENTAL HISTORY! All units have separate heating systems and utilities.",,,1,,,,,,,MF,E Main St,3,3,http://media.mlspin.com/photo.aspx?mls=71952389
38,71953896,SLD,279900,272500,1/30/2016,1/20/2017,,252,170,31 Jefferson Street,Worcester,MA,1604,,9,3,4590,128,4191,Thomas W. Davis,Rick McPhee Real Estate,(508) 829-3200,"Appointment Required, Other (See Special Showing Instructions)",Very large three family loads of updates and very clean additional space in finished basement.,,,0,,,,,,,MF,Jefferson Street,31,31,http://media.mlspin.com/photo.aspx?mls=71953896
