,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
11,71750275,SLD,398000,360000,9/30/2014,1/21/2016,,406,353,123 NORTH MAIN STREET,Sharon,MA,02067,,3,2,1913,118,12379,Barbara Stein Miller,Century 21 C & S Properties,(781) 341-9042,"Call List Agent, Accompanied Showings, Appointment Required","SIGNIFICANT PRICE REDUCTION!!!!!  PRICED TO SELL!!!!!  SHARON - VOTED AS THE NUMBER 1 BEST PLACE TO LIVE IN THE USA IN 2013 BY CNN MONEY MAGAZINE!!!!!   CHARMING ,  UPDATED AND WELL MAINTAINED TWO FAMILY HOME WITHIN WALKING DISTANCE TO COMMUTER RAIL AND CENTER OF TOWN.  NEWER ROOF AND WINDOWS.  LOVELY WOODED CORNER LOT.  SECOND FLOOR UNIT HAS TWO FLOORS OF LIVING SPACE.",,,0,,,COTTAGE,,,,MF,NORTH MAIN STREET,123,123,http://media.mlspin.com/photo.aspx?mls=71750275
12,71758308,SLD,39800,15000,10/16/2014,1/8/2016,,438,438,26 Beacon Street,Orange,MA,01364,,6,3,2555,131,14810,Anthony Paoletti,Burbank Real Estate,(978) 249-2235,Call List Office,"3 Family; Will require cleanup interior and exterior. 2nd floor is best unit easily rented. 1st floor requires clean up, floor covering and paint.  Basement unit is gutted, most materials in basement for repair.  Newer Buderus heating system, updated electric, vinyl sided, replacement windows.  EASY to SHOW!",,,0,,,,,,,MF,Beacon Street,26,26,http://media.mlspin.com/photo.aspx?mls=71758308
13,71779037,SLD,358000,358000,12/28/2014,1/14/2016,,323,323,10-12 Fairview St,Holliston,MA,01746,,4,2,2160,61,18295,Thomas Haynes,PMT Real Estate,(508) 478-5033,Call List Agent,"New septic being installed. Rare Holliston duplex two family near golf course and High School . New separate gas fired heating systems. Harwood floors, new paint , modern baths, spacious rooms. Rents could be $1500+. Great for owner occupant or investment.",,,0,,,,,,,MF,Fairview St,1012,10-12,http://media.mlspin.com/photo.aspx?mls=71779037
14,71787122,SLD,184900,177000,1/22/2015,1/7/2016,,245,245,59-61 Pinevale St,Springfield,MA,01151,Indian Orchard,6,3,2160,10,6734,Diane Blanchard,Dot Lortie Realty / Landmark,(413) 739-9636,"Call List Agent, Sign","RARE 7 year young duplex with 3 bedrooms and 1.5 baths per unit! No Lead Paint worries! One side has been freshly painted and has new carpet. The leases end 2/28/15 (great for owner occupants!) and 11/30/15, apo. Tenants pay their own utilities. Tenant occupied - 48 hour notice, please.",,,0,,,,,,,MF,Pinevale St,5961,59-61,http://media.mlspin.com/photo.aspx?mls=71787122
15,71787759,ACT,190000,,1/27/2015,,,586,,3 Oak St,Uxbridge,MA,01569,,6,3,4404,98,11326,Jacquelyn M. Robinson,Century 21 Commonwealth,(508) 478-8800,Schedule with ShowingTime or call 888-627-2775,"Investors, Builders, Flippers, Someone very handy that needs a large home or rental property and has vision. An opportunity like this doesn't come around very often.  Mansard roof   Hardwood floors on 1st floor. This is a CASH ONLY ""AS IS"" sale.  A short sale attorney has been retained. Bank must approve sale.  This home is in the historical district .  With some TLC this house could shine again.   Inspection would be for informational purposes only. This price has been approved by the bank.   Showings will be with proof of funds only sent to listing agent.",,,0,,,,,,,MF,Oak St,3,3,http://media.mlspin.com/photo.aspx?mls=71787759
16,71791201,SLD,219900,250000,2/9/2015,1/5/2016,,329,13,185-187 Bailey St,Lawrence,MA,01843,,9,3,4588,138,8400,Team Martinez,RE/MAX Insight,(978) 620-4600,Call List Agent,"Short Sale Large 3 family home in South Lawrence, needs TLC  no warranties or representations by the Seller or Lender.  PLEASE DON'T DISTURB THE TENANTS. Sold AS IS. Seller reserves the right to accept, reject, or counter any offer. Subject to a third party approval.",,,2,,,,,,,MF,Bailey St,185187,185-187,http://media.mlspin.com/photo.aspx?mls=71791201
17,71793208,SLD,449000,350000,2/18/2015,1/29/2016,,320,292,2 Filias Circle,Manchester,MA,01944,,4,2,1804,52,9583,Mary Pruett,J. Barrett & Company,(978) 526-8555,"Call List Agent, Accompanied Showings, Appointment Required",Ideal location on a cul-de-sac off of Norwood Ave. Short walk to all public schools and the village of Manchester. Open floor plan in both units. Nice large living room and kitchen with bedrooms and bathrooms separately located away from living space. Washer/dryer in units as well as decks and porches used as mudrooms and storage area. Good investment potential.,,,0,,,Memorial,Man/Essex,Man/Essex,,MF,Filias Circle,2,2,http://media.mlspin.com/photo.aspx?mls=71793208
18,71794328,SLD,1900000,1920000,2/23/2015,1/29/2016,,124,124,50 Country Way,Scituate,MA,02066,Greenbush,44,32,1200,2,60810,C. Christopher Ford,Cohasset Realty Advisors,(781) 383-0026,Call List Agent,Greenbush Station Place is to be built on a 1.4 acre site in the Greenbush section of Scituate MA.  The project is in the final permitting process for 36 mixed use units in the Village Overlay Business District.  This is a three building project.  Two of the buildings will be exclusively residential consisting of a mix of twenty five one and two bedroom units.  The third building will be mixed use consisting of six retail/office units and five residences.  Each building will have elevator service.  The zoning requires that four of the units must be affordable.  The owner will have the choice of offering the units as rentals or as condominiums.  There will be a total of 67 parking spaces.  A walking/bicycle path at the rear of the property will make it a short walk to the Greenbush Commuter Rail Station with daily 58 minute trips to Boston's South Station.  The site presently contains a historic building with 5 residential units which will be incorporated into the new mixed unit bldng.,,,0,,,,,,,MF,Country Way,50,50,http://media.mlspin.com/photo.aspx?mls=71794328
19,71798458,SLD,399900,455000,3/5/2015,1/29/2016,,293,186,2 Wyoming St,Boston,MA,02121,,6,3.5,3047,118,5250,David J. Oliveri,Berkshire Hathaway HomeServices N.E. Prime Properties,(781) 769-5700,Schedule with ShowingTime or call 888-627-2775,"Massive two family home with unlimited possibilities.  Mostly beautiful hardwood floors throughout. Owner's unit is 2 levels with master bathroom, 3 bedrooms, plus an additional 1.5 bathrooms and appears to have a newer kitchen.  Other unit has 2 bedrooms and one full bathroom.  Both units have wood decks on the rear of the units. Paved driveway and a full unfinished basement for additional storage.  Buyer shall do any/all due diligence.",,,0,,,Trotter,Lewis,Latin Academy,,MF,Wyoming St,2,2,http://media.mlspin.com/photo.aspx?mls=71798458
20,71798675,SLD,139000,126000,3/8/2015,1/20/2016,,180,180,4 Washington Ave,Bourne,MA,02532,,4,5,2185,158,7362,John Noonan,Noonan REALTORS®,(508) 775-7700,"Call List Agent, Lock Box","3 Family home in downtown Bourne. Part of Bourne's Downtown Core project and was rezoned to allow mixed use. Property needs a lot of work. This property qualifies under Freddie Mac First Look, owner occupant offers only in the first 20 days(03/28/2015). Pre-approval or proof of funds with all offers. P&S must be signed within 48hrs after offer is approved. Bank check with P&S. Sellers addendum CANNOT be changed. Property is being sold AS IS.   *****Property will be sold via an on-line auction. The auction runs from October 6, 2015 through October 27, 2015. Post Auction will run from October 27, 2015 – November 3, 2015.",,,0,,,,,,,MF,Washington Ave,4,4,http://media.mlspin.com/photo.aspx?mls=71798675
21,71799119,SLD,269900,250000,3/9/2015,1/22/2016,,239,96,215 Essex St,Lynn,MA,01902,,3,1.5,1888,66,3927,Irina Worth,Coldwell Banker Residential Brokerage - Lynnfield,(781) 334-5700,"Call List Agent, Appointment Required","This property offers ENDLESS POSSIBILITIES!  Mixed Zoned multi-family home is perfect for investor or owner occupant. The 1st floor has ½ handicap accessible restroom and access. The 2nd floor has de-lead certificate and offers 3(4) bedroom residential apartment and enclosed porch. The 1st  floor currently used as a beauty salon, but also ideal for a variety of businesses; all utilities are separate. This property is an incredible location with so many opportunities; 3.5% down payment with as little as $5,000 for improvements for FHA 203K renovation program is available. Call to schedule an appointment and learn how this property will make money for you!!!",,,0,,,,,,,MF,Essex St,215,215,http://media.mlspin.com/photo.aspx?mls=71799119
22,71800247,SLD,205000,210000,3/11/2015,1/12/2016,,40,8,9 Rutland St,Brockton,MA,02301,,7,3,3336,93,7710,Lude - Rose Mompoint,CJ Realty,(781) 436-3930,Other (See Special Showing Instructions),"SHORT SALE!!!!!!!!!!! ""As is condition"" Third party approval is required.",,,0,,,,,,,MF,Rutland St,9,9,http://media.mlspin.com/photo.aspx?mls=71800247
23,71800677,SLD,328000,305000,3/12/2015,1/15/2016,,51,49,180-182 Hamilton Ave,Lynn,MA,01902,,7,3,3296,108,5000,Dalibor Konchar,Argos Real Estate,(617) 869-3871,"Call List Agent, Appointment Required","This 3 family dwelling needs some work but it offers great potential for the right investor or a live in owner.  It features regular size rooms and ceilings with combination of mostly hardwood and tile flooring, with only a few rooms being carpeted.  This house is located on a nice and quiet dead end of Hamilton Ave and is near public schools, transportation, parks and the beach.",,,0,,,,,,,MF,Hamilton Ave,180182,180-182,http://media.mlspin.com/photo.aspx?mls=71800677
24,71801066,SLD,175900,180000,3/13/2015,1/7/2016,,4,1,67 SIDNEY,New Bedford,MA,02740,,9,3,3213,106,3200,Francesca Alves-Hines,Andrade Associates,(508) 427-0026,Call List Agent,THREE FAMILY HOME UPDATED,,,0,,,,,,,MF,SIDNEY,67,67,http://media.mlspin.com/photo.aspx?mls=71801066
25,71807160,SLD,199900,186500,3/26/2015,1/5/2016,,249,226,59 Maywood Street,Worcester,MA,01603,,5,2,1915,138,5978,Mary Stolarczyk,RE/MAX Vision,(508) 595-9900,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","House back on market due to buyer financing.  Renovated two family in walking distance to Clark University.  Off-street parking with large shed. This home is currently rented by Clark students. Generous sized rooms on both floors, cable in all bedrooms, may be hardwood under some of the carpeting.  Coin op laundry in basement.  Some of the latest updates include, new kitchen flooring, windows, vinyl siding, encapsulated paint, electric, plumbing and heating.  Great investment property and this address is eligible for the Clark University Park Partnership Scholarship. See attached documents.",,,0,,,,,,,MF,Maywood Street,59,59,http://media.mlspin.com/photo.aspx?mls=71807160
26,71807860,ACT,2000000,,3/27/2015,,,1092,,82-86 Prospect St,Somerville,MA,02143,,0,0,19800,88,9265,Richard Fontaine,Parkhill Realty Group,(413) 222-3472,Owner,"READ SHOWING INSTRUCTIONS...This last site of just under 10,000 and within 300 feet from the New Union Sq Green Line Station. We can build either a 6 unit Condo/Apt complex onsite or if we are approved to new zoning for High Density that we have applied for already then we can build a 17 plus unit Condo/Apt complex. Lot 34 & Lot 35 9265 SF total We are looking for Best Offer for 6 units over $2,000,000 or if we get rezoned then we are looking for Best Offer for 17 plus units over $4,289,000 upon conclusion of Zoning Board finalization of our address. So make us an IF Then Offer We Can't Refuse and Lock It In. 2-3% to Brokers based on 6 or 17 unit sale.",,,0,,,,,,,MF,Prospect St,8286,82-86,http://media.mlspin.com/photo.aspx?mls=71807860
27,71809993,SLD,1895000,1850000,4/1/2015,1/29/2016,,121,93,65 Pearl St,Cambridge,MA,02139,Cambridgeport,6,6.5,4047,118,3840,John Barmon,Coldwell Banker Residential Brokerage - Cambridge - Mass Ave.,(617) 864-4430,"Accompanied Showings, Appointment Required, Other (See Special Showing Instructions)","A prime Cambridgeport location makes this mixed use building a rare opportunity indeed for both the investor or owner occupant. There are 6 total units; one commercial space, a large owners unit, and four rental units. The rental units include three one bedroom apartments and one studio which are all completely furnished and show an excellent income history. The 3 bedroom, 2 bath owners unit features a private entrance foyer w/separate studio / bedroom and staircase leading up to a comfortable living room, two BRs, eat-in kitchen, full bath, and separate study. This unit also includes garage parking and will be delivered vacant. The Pearl Street Laundry has been in business for over 25 years and is included in the sale as an excellent turn-key opportunity with a loyal client base. Perfectly situated between MIT, Harvard,and the Charles River, and is very accessible to Central Square and the Red Line.",,,1,,,TBD,,Rindge & Latin,,MF,Pearl St,65,65,http://media.mlspin.com/photo.aspx?mls=71809993
28,71810460,ACT,525000,,4/2/2015,,,1086,,400 Burts Pit Road,Northampton,MA,01062,,4,2,2184,118,592851,David A Murphy,"The Murphys REALTORS®, Inc.",(413) 584-5700,"Call List Office, Appointment Required, Sign",Owner-occupied two-family located on 13.6 acres of land. Each unit has four rooms with two bedrooms and one full bath. The 13.6 acre lot can be sub-divided.,,,0,,,Bridge,Kennedy,Northampton,,MF,Burts Pit Road,400,400,http://media.mlspin.com/photo.aspx?mls=71810460
29,71814756,SLD,449000,420000,4/9/2015,1/28/2016,,126,126,139 Paris St,Boston,MA,02128,,5,4.5,1937,108,1430,William Figueroa,Perlera Real Estate,(617) 418-5280,Call List Agent,"First time Home buyers or Investors!!! Looking to purchase in booming East Boston, here is your chance to own a conveniently located Semi-Attached 3 Family, walking distance to T stations, Shops, Hospitals, Restaurant, and much more.",,,0,,,,,,,MF,Paris St,139,139,http://media.mlspin.com/photo.aspx?mls=71814756
30,71815586,SLD,559000,559500,4/10/2015,1/6/2016,,120,95,68 Welles Ave,Boston,MA,02124,Dorchester's Ashmont,6,3.5,2832,128,7035,Mohan Saini,MNG Realty,(781) 391-7600,Call List Office,"Fully renovated new roof,plumbing,,electrical,hard wood floors and windows in 2007.  large 2 family in Ashmont hill area, ready for condo conversion.  Separate sub water meter for 1st floor, granite counter tops, stainless steel appliances, tall kitchen cabinets. 1/2 bath room in basement. Much more.......... must see!!!!!!!!!!  24 hours notice required",,,1,,,,,,,MF,Welles Ave,68,68,http://media.mlspin.com/photo.aspx?mls=71815586
31,71816171,SLD,259900,197000,4/13/2015,1/28/2016,,87,87,50-54 Orchard St,Springfield,MA,01107,N End Brightwood,9,4.5,2976,11,6686,Elizabeth Grimaldi,"Grimaldi & Burzdak, Rltrs, Inc",(413) 789-0310,"Call List Office, Appointment Required",Well maintained & Lead free property. All units tenant occupied. Need 48 hour notice to enter.,,,0,,,,,,,MF,Orchard St,5054,50-54,http://media.mlspin.com/photo.aspx?mls=71816171
32,71816661,SLD,235000,216500,4/13/2015,1/15/2016,,199,7,10 Charles St,Taunton,MA,02780,,6,3,2844,133,17860,Deborah Warwick,Amaral & Associates RE,(508) 880-4905,"Call List Agent, Accompanied Showings, Appointment Required",Great location for this very large 3 family. Buyer could make additional income from renting out garage space. Reduced rent on 1 bedroom unit as it is a family member. This is a short sale and all terms and conditions including commission will be decided by seller's lender. Property is in need of repairs and priced accordingly.,,,3,,,,,,,MF,Charles St,10,10,http://media.mlspin.com/photo.aspx?mls=71816661
33,71819680,SLD,549900,450000,4/17/2015,1/27/2016,,286,210,304 North End Blvd,Salisbury,MA,01952,Salisbury Beach,4,1.5,1904,71,6198,Diane LeBoeuf,Competitive Edge Real Estate Services,(978) 851-5580,"Call List Office, Lock Box","Two family Ranch style home with direct ocean frontage at Salisbury Beach!  Seasonal property with rental income potential or perfect investor opportunity to rehab/convert to year round. Buyer due diligence in permitting process for updating or conversion.  Owners unit offering three bedrooms, oversized living room, spacious dining area, full bath and kitchen, hardwood floors & fireplace.  Apartment offers one bedroom, kitchen & living area & bath.  Two car detached garage and top location between Salisbury & Seabrook.  Lower level offers plenty of storage area for your beach equipment.  Be in and ready for summer 2015.",,,2,,,,,,,MF,North End Blvd,304,304,http://media.mlspin.com/photo.aspx?mls=71819680
34,71820045,SLD,125000,125000,4/18/2015,1/26/2016,,188,188,27 Spruce St,Fitchburg,MA,01420,,6,2,1982,128,7030,Richard Benham,Brookside Properties,(978) 400-5803,Other (See Special Showing Instructions),Very nice building for either owner occupied or investor.  Both units are vacant for easy sale.   Both apartments are in great shape.,,,0,,,,,,,MF,Spruce St,27,27,http://media.mlspin.com/photo.aspx?mls=71820045
35,71822628,SLD,599000,530000,4/23/2015,1/27/2016,,223,164,15-21 Readville,Boston,MA,02136,Hyde Park's Readville,7,4,3780,119,12320,Ryan Hunt,Boston Residential,(617) 433-7149,Other (See Special Showing Instructions),Large 4 family building in desirable Readville section of Hyde Park.  This property is well maintained and has expansion capabilities in upper level units.  Situated on a 12320 square foot lot.,,,0,,,,,,,MF,Readville,1521,15-21,http://media.mlspin.com/photo.aspx?mls=71822628
36,71832040,SLD,169500,165500,5/7/2015,1/8/2016,,96,83,166-168 Sutton St,Northbridge,MA,01534,,7,3,3057,131,29500,Linda Hale,ERA Key Realty Services- Auburn,(508) 832-5831,Schedule with ShowingTime or call 888-627-2775,"This is the one not to miss...spacious two family with large rooms and finished basement...nicely sized lot with view...lots of road frontage...good off street parking...unit 166 has 3 BR with W/W carpeting..new boiler...large rooms...unit 168 is vacant and has Livingroom with hardwoods, there is also hardwoods in the bedroom on this level...nicely sized master bath..ceramic floor...main bath is large and has ceramic floor...kitchen has granite counters...large deck of kitchen.  3 floor has two bedroom with skylights that floor has elec. heat...Basement is finished with FR with w/w, laundry facilities, ceramic flooring.2 other rooms for office or storage..bath..basement has a sump pump..house needs work but well worth the effort... May require cash sale since I have no access into unit 166...tenant will be transferred with property",,,1,,,,,,,MF,Sutton St,166168,166-168,http://media.mlspin.com/photo.aspx?mls=71832040
37,71832042,SLD,179200,173445,5/7/2015,1/28/2016,,174,157,35 Cedar St,Worcester,MA,01609,,4,2,1901,178,4664,A&M Real Estate Consultants,Keller Williams Realty Greater Worcester,(508) 754-3020,"Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775, Pets on Premises","Perfect opportunity for an owner occupant! This two family has a good sized three bedroom unit on the first floor that has been tastefully updated. There is a large open kitchen that includes updated cabinetry, counters and appliances with space for a full sized table.  The hardwoods in the living room and bedrooms are in great shape and there are ten foot ceilings throughout the entire unit. The property also has a fenced in private back yard and off street parking for 2-3 vehicles. It is located in a historic district and is surrounded by buildings with similar character. It is within walking distance to Becker College and WPI. Long term tenants on the second floor.",,,0,,,Elm Park Comm,Forest Grove MS,Doherty HS,,MF,Cedar St,35,35,http://media.mlspin.com/photo.aspx?mls=71832042
38,71832214,SLD,539000,539000,5/7/2015,1/13/2016,,85,43,68 Maple St,Newton,MA,02458,Nonantum,5,3,1748,170,10119,Regina Capozzi,Keller Williams Realty Boston-Metro | Back Bay,(617) 542-0012,Call List Agent,"Very special 2 family home on over sized corner lot  off  Nonantum Road /Charles River on the Newton/ Watertown line with  off street parking for 2 cars! Desirable location, terrific opportunity to  make this diamond in the rough  a wonderful  home with rental unit  or  perfect for a condo conversion.   - It consist of owners duplex (3-4BR +2 bathrooms)  and upper floor 2 BR rental.  Property being SOLD AS IS-  Buyer should do  due diligence    - property will be delivered vacant.   Public transportation to down town Boston at the end of the street and easy access to  Mass Pike points west.     Hasn't been on market in over 30 years- will not last !",,,1,,,,,,,MF,Maple St,68,68,http://media.mlspin.com/photo.aspx?mls=71832214
39,71832822,SLD,209900,205000,5/8/2015,1/29/2016,,196,152,604-606 Elm Street,West Springfield,MA,01089,,4,2,2418,71,9975,Laura Kuhnel,"Kelley & Katzer Real Estate, LLC",(413) 209-9933,"Key in Office, Accompanied Showings, Sign, Schedule with ShowingTime or call 888-627-2775","Incredible Opportunity for the Owner Occupied Buyer or Investor.   Well Maintained Large Two-Family offers spacious units, separate utilities and a convenient location. Both 1st Floor and 2nd Floors offer 2 nice size Bedrooms with the option of using the Den as a 3rd.  Handsome wood floors in most rooms. Kitchen with Pantry, Formal Dining Room and Living Rooms in each.  Nice yard on a corner lot with ample off-street parking.  Great income potential for the Lucky Buyer.",,,0,,,,,,,MF,Elm Street,604606,604-606,http://media.mlspin.com/photo.aspx?mls=71832822
40,71832968,SLD,94900,95000,5/8/2015,1/8/2016,,182,182,451 Maple Street,Winchendon,MA,01475,,4,2,1803,118,9583,Penny Maliska,Keller Williams Realty North Central,(978) 840-9000,"Accompanied Showings, Appointment Required, Sign, Other (See Special Showing Instructions)","Affordability!   Consider being an owner occupant, with assistance of rental income to help carry your mortgage -- this is it.   Renovated structure has 2 spacious units.   Updates include: septic, windows, hwh, baths, kitchens and more.   Great location for quick commuter access across central MA and into southern NH.  Minimum of 24 notice is required.",,,0,,,Memorial K-2,Toy Town 3-5,Murdock 6-12,,MF,Maple Street,451,451,http://media.mlspin.com/photo.aspx?mls=71832968
41,71833190,SLD,300000,300000,5/9/2015,1/25/2016,,209,196,29 Columbia Street,Ayer,MA,01432,,4,2,2571,128,10019,Apple Country Team,Keller Williams Realty North Central,(978) 840-9000,"Sign, Schedule with ShowingTime or call 888-627-2775","Two unit building completely renovated. The first floor is rented and the second floor is vacant for viewing. Each unit has 5 rooms, 2 bedrooms and one bathroom.  Walking distance to town. Town water/sewer and natural gas.",,,0,,,Groton,Littleton,Littleton,,MF,Columbia Street,29,29,http://media.mlspin.com/photo.aspx?mls=71833190
42,71833519,SLD,79900,90000,5/10/2015,1/12/2016,,36,36,281 Washington,Fall River,MA,02721,,6,3,2061,118,6642,John C Carey,M J McNally Real Estate,(508) 674-7985,"Call List Office, Call List Agent",This property is in disrepair and would not likely pass a FHA appraisal. It is difficult to show the entire property at any one time as we are having difficulty with a tenant at times. We have tentative agreements with the residence to show the building on Saturday mornings from 10-11 am.,,,0,,,,,,,MF,Washington,281,281,http://media.mlspin.com/photo.aspx?mls=71833519
