,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
12,71763798,SLD,229900,228500,10/31/2014,3/30/2016,,406,406,12 A+B Elm Court,Millbury,MA,01527,,6,2,3282,108,99204,Thomas W. Davis,Rick McPhee Real Estate,(508) 829-3200,"Call List Agent, Accompanied Showings, Appointment Required","Large two family 3 bedrooms each unit, needs some tlc.  Each unit has approx. 1600 plus square feet of living space. 2 three season porches one for each unit.  Roof is about 7 years old and 2 one year old boilers.  If you need space for living and want a large yard this is it.  House sits on 2.28 acres of land.  Original hardwood floors through out.  There is a full basement and a walk up attic.",,,0,,,,,,,MF,Elm Court,12,12 A+B,http://media.mlspin.com/photo.aspx?mls=71763798
13,71769615,SLD,290000,285000,11/17/2014,3/18/2016,,398,398,9 Newcomb Rd,Westminster,MA,01473,,4,3.5,3571,51,43560,Bambi Azarian,Keller Williams Realty North Central,(978) 840-9000,Schedule with ShowingTime or call 888-627-2775,"BACK ON MARKET DUE TO FAILED FINANCING  Barn, house, apt. 2 electrified outbuildings and 5 garage spaces. Currently 2 family & would make great in law. 2 BR, 2 bath house with attached 2 BR 1.5 bath apt. Outbuildings: detached electrified carpeted 'billiard room' (unheated) with 2 car tandem garage below. Also former Cabana which is ready for sauna, etc. as plumbed and elec. in. 3 bay garage/barn with storage in huge overhead loft area (building used as horse stable in past). Charming gazebo (new wooden roof shingles needed), multi-level wooden deck. 5 fireplaces (dining room, laundry room - not kidding, sun room, family room & apartment). Master bedroom has beautiful tiled bath with Jacuzzi & oversize 15 x 7 walk in closet. You owe it to yourself to take a look if this is the type of house that will meet your needs. Skiers- 0 minutes to chair lift . Commuters- 5 minutes to Rte 2, yet very private. Westminster residents have access to Crocker Pond beach. New SEPTIC.",,,5,,,Westminster,Overlook,Oakmont,,MF,Newcomb Rd,9,9,http://media.mlspin.com/photo.aspx?mls=71769615
14,71771234,SLD,699900,685000,10/13/2014,3/30/2016,,524,491,46 Argilla Rd,Ipswich,MA,01938,,4,3.5,4373,60,30130,Cammy Bille,J. Barrett & Company,(978) 922-3683,"Lock Box, Appointment Required, Sign, Schedule with ShowingTime or call 888-627-2775","FAMOUS ROAD TO CRANES BEACH.READY FOR IMMEDIATE OCCUPANCY.. BRING THE WHOLE FAMILY..  TOP OF THE LINE RENOVATIONS  with no detail left undone, Beautiful single family home with many versatile functions for your individual needs. Separate townhome style unit, featuring fully appliance, updated kitchen, cathedral living room with open loft and large bedroom with private deck. Great for au-pair suite, in-law suite or in *home office or, as a legal TWO family, can be used as income producing for a great investment. Main home boasts gorgeous custom kitchen with large granite island open to living and dining with built in bar for entertaining. step down, fireplaced family room with easy access to au-pair suite if needed. Master bedroom with tray ceilings, large master bath with walk in closet. All hardwood flooring in main living areas, tile/marble & granite baths.MUCH SOUGHT AFTER ROAD TO CRANES BEACH.  TRULY A UNIQUE HOME FOR THE DISCERNING BUYER.",,,2,,,,,,,MF,Argilla Rd,46,46,http://media.mlspin.com/photo.aspx?mls=71771234
15,71771413,SLD,194000,170000,11/21/2014,3/2/2016,,467,84,64 Milk St,Fitchburg,MA,01420,,5,4,3734,118,21742,Jackie Esielionis,LAER Realty Partners,(978) 448-8288,"Appointment Required, Schedule with ShowingTime or call 888-627-2775, Pets on Premises","This lovely Victorian home takes you WAY back to yesteryear!  Built for luxurious living. Gorgeous woodwork, double living room, some stained glass, a HALF acre of land, fenced yard, HUGE 3 story barn.  Also has a 3 room Nanny Apartment or rent out for additional income.  Furnace is approximately 8 years old and burns both oil and coal.  Roof approximately 9 years.  Barn roof needs some work.  Currently occupied by tenant so notice is required.",,,1,,,,,,,MF,Milk St,64,64,http://media.mlspin.com/photo.aspx?mls=71771413
16,71773279,SLD,209900,202500,11/28/2014,3/1/2016,,786,418,28-30 Princeton St,New Bedford,MA,02745,North,6,2,2416,98,4607,Glenn Rapoza,Conway - Dartmouth,(508) 993-2700,Call List Agent,"Very spacious in and out with 3 large bedrooms each. Extra large lot provides for plenty of parking as well and ample yard for those cookouts and swing sets. This is a great home, either owner occupied or  that solid investment it is ready to go.",,,0,,,,,,,MF,Princeton St,2830,28-30,http://media.mlspin.com/photo.aspx?mls=71773279
17,71784614,SLD,135000,110000,1/16/2015,3/23/2016,,358,336,29-31 Miller St.,Westfield,MA,01085,,5,2,1659,113,6534,Hsiu Li Kelley,Century 21 Hometown Associates,(413) 315-4337,Call List Agent,Both units rented monthly $1700.  Buyer can live in one unit and rent the other for income to pay the mortgage.  A quiet dead end St. 3 minutes to center of town; 3 minutes to Westfield Shopping Center.  One year new siding.,,,0,,,,,,,MF,Miller St.,2931,29-31,http://media.mlspin.com/photo.aspx?mls=71784614
18,71787759,ACT,190000,,1/27/2015,,,586,,3 Oak St,Uxbridge,MA,01569,,6,3,4404,98,11326,Jacquelyn M. Robinson,Century 21 Commonwealth,(508) 478-8800,Schedule with ShowingTime or call 888-627-2775,"Investors, Builders, Flippers, Someone very handy that needs a large home or rental property and has vision. An opportunity like this doesn't come around very often.  Mansard roof   Hardwood floors on 1st floor. This is a CASH ONLY ""AS IS"" sale.  A short sale attorney has been retained. Bank must approve sale.  This home is in the historical district .  With some TLC this house could shine again.   Inspection would be for informational purposes only. This price has been approved by the bank.   Showings will be with proof of funds only sent to listing agent.",,,0,,,,,,,MF,Oak St,3,3,http://media.mlspin.com/photo.aspx?mls=71787759
19,71790767,SLD,170000,175000,1/25/2015,3/4/2016,,196,196,35-37 Manton,Fall River,MA,02724,,8,3,3796,118,5648,Karen Flaherty,Kinnane Group,(508) 678-6673,"Call List Office, Call List Agent, Accompanied Showings, Appointment Required, Sign","OWNER SAYS SELL!!  AGGRESSIVELY SEEKING OFFERS FOR PROPERTY ""AS-IS.""  CASH OR CONVENTIONAL FINANCING ONLY!!  LARGE HOME - EXCELLENT INCOME POTENTIAL EXISTS HERE - will be worth the time and effort! Property being sold AS-IS - In need of a roof, so it will not qualify for VA or FHA financing.  Large apartments and Garage!  1st floor has new kitchen and bath with granite counters and cherry cabinets. Hardwoods, replacement windows, vinyl siding, and updated electric.  This property still has some cosmetic work to be done - great investment opportunity!",,,1,,,,,,,MF,Manton,3537,35-37,http://media.mlspin.com/photo.aspx?mls=71790767
20,71793302,SLD,116200,137000,2/18/2015,3/5/2016,,64,42,64 Sutton St,Providence,RI,02903,,9,3,3540,98,4000,Kim Kaiser,"Carrington Real Estate Services, LLC",(978) 455-4922,Other (See Special Showing Instructions),"Providence 3-Family featuring 15 Rm/9 Br/3 Ba and 3,540 Sq Ft of living space. Federal Hill location, spacious units, good rent  potential, needs work. Great location, convenient and affordable. Priced to Go!",,,0,,,,,,,MF,Sutton St,64,64,http://media.mlspin.com/photo.aspx?mls=71793302
21,71799847,SLD,199900,170000,3/11/2015,3/31/2016,,328,322,624 Charles St,Fall River,MA,02724,,9,3,4158,118,6301,Janet A. Fromm,RE/MAX Preferred,(401) 353-2200,Call List Agent,"Very spacious bank owned property. Apartments are in good condition, but does need exterior work. Inspection for information purposes only and property is to be purchased  in ""as is"" condition. Very good potential for investment or owner occupied.",,,0,,,,,,,MF,Charles St,624,624,http://media.mlspin.com/photo.aspx?mls=71799847
22,71802040,SLD,348000,340000,3/16/2015,3/15/2016,,356,356,1142 Berkshire Ave,Springfield,MA,01151,Indian Orchard,5,2.5,1500,78,21614,Russell J. Sabadosa,"Premier Choice Realty, Inc.",(413) 537-0973,Schedule with ShowingTime or call 888-627-2775,Great corner location for business attached to two family house.  Established business in second building being sold as a package.  Approved subdivision to separate both buildings onto separates if buyer wants to parcel out this great opportunity.  Come see all the opportunities.,,,1,,,,,,,MF,Berkshire Ave,1142,1142,http://media.mlspin.com/photo.aspx?mls=71802040
23,71804006,SLD,789000,715000,3/20/2015,3/30/2016,,308,300,222 N End Blvd,Salisbury,MA,01952,Salisbury Beach,7,2.5,2688,118,7300,Robin R. McKeon,McKeon / Corcoran Real Estate,(978) 374-0112,Call List Agent,"Waterfront  Home with great parking. New siding, windows, doors & second floor deck. Property is from street to beach.  Newer Roof. Updates to electrical & plumbing including new light fixtures & washer/dryer hookups. Excellent Rental History, over $40K of summer rents. 12X33 Ocean Front Deck.  3 sided first floor wrap around deck with ocean views. First floor unit has 3 bedrooms, one with new organizer closet, a full bath, & central air and is a year round unit.  Second floor unit has 4/5 bedrooms & 1 1/2 baths including large room on 3rd floor with ample storage.  2nd floor has new deck with vinyl rail system & newer gas heater in kitchen with hookup for additional heater in living rm.  Walk in basement for easy storage. Both units have beautiful water and marsh views. Fenced in yard. All furniture & appliances remain. Parking for 8 cars. Located 1/2 mile north of Salisbury Center. 2015 rentals must be honored.",,,0,,,,,,,MF,N End Blvd,222,222,http://media.mlspin.com/photo.aspx?mls=71804006
24,71807860,ACT,2000000,,3/27/2015,,,1092,,82-86 Prospect St,Somerville,MA,02143,,0,0,19800,88,9265,Richard Fontaine,Parkhill Realty Group,(413) 222-3472,Owner,"READ SHOWING INSTRUCTIONS...This last site of just under 10,000 and within 300 feet from the New Union Sq Green Line Station. We can build either a 6 unit Condo/Apt complex onsite or if we are approved to new zoning for High Density that we have applied for already then we can build a 17 plus unit Condo/Apt complex. Lot 34 & Lot 35 9265 SF total We are looking for Best Offer for 6 units over $2,000,000 or if we get rezoned then we are looking for Best Offer for 17 plus units over $4,289,000 upon conclusion of Zoning Board finalization of our address. So make us an IF Then Offer We Can't Refuse and Lock It In. 2-3% to Brokers based on 6 or 17 unit sale.",,,0,,,,,,,MF,Prospect St,8286,82-86,http://media.mlspin.com/photo.aspx?mls=71807860
25,71808118,SLD,499000,425000,3/29/2015,3/18/2016,,238,238,276 FRANKLIN STREET,Framingham,MA,01702,,8,5,2872,111,10890,Harriet Segal,Realty Executives Boston West,(508) 879-0660,"Call List Agent, Lock Box, Appointment Required, Sign, Pets on Premises","Great five family in easy commuting location.  Rents could be higher. Apartments #1 and #5 have leases til 3/31/16, other units are tenants at will.Close to shops, roads, hospital, schools, etc. JUST REDUCED!!!",,,0,,,CHOICE,,FRAMINGHAM,,MF,FRANKLIN STREET,276,276,http://media.mlspin.com/photo.aspx?mls=71808118
26,71810460,ACT,525000,,4/2/2015,,,1086,,400 Burts Pit Road,Northampton,MA,01062,,4,2,2184,118,592851,David A Murphy,"The Murphys REALTORS®, Inc.",(413) 584-5700,"Call List Office, Appointment Required, Sign",Owner-occupied two-family located on 13.6 acres of land. Each unit has four rooms with two bedrooms and one full bath. The 13.6 acre lot can be sub-divided.,,,0,,,Bridge,Kennedy,Northampton,,MF,Burts Pit Road,400,400,http://media.mlspin.com/photo.aspx?mls=71810460
27,71816053,SLD,155500,153000,4/13/2015,3/9/2016,,298,232,106 Allen St,Athol,MA,01331,,5,2.5,2788,118,0.25,Sara Lyman,HOMETOWN REALTORS®,(978) 249-8800,"Call List Agent, Accompanied Showings, Appointment Required, Sign","$78k per house  2 SINGLE FAMILY HOMES that is less then $78k per house  **** 2 single family homes on 1 Lot sharing a great backyard space and 2 car garage w/ ample storage and work-area on the 2nd floor. The primary home offers 3 LARGE bedrooms 1.5 baths, recently remodeled kitchen, family room, dining room, and formal living room. The 2nd home offers 2 bedrooms, 1 bath, kitchen, living room, and dining area. Each homes offers separate oil heat, separate electric, separate entrances, and both have many updates.",,,3,,,Riverbend,Pleasant,Athol-Royalston,,MF,Allen St,106,106,http://media.mlspin.com/photo.aspx?mls=71816053
28,71824734,SLD,275000,320000,4/27/2015,3/16/2016,,9,9,19 Pierce Street,Boston,MA,02136,Hyde Park,4,2,2800,113,5823,Colleen Boyle Jolin,Keller Williams Realty,(508) 238-5000,"Appointment Required, Schedule with ShowingTime or call 888-627-2775",SHORT SALE 2-FAMILY FIXER UPPER. Large 2 family home in a great area within walking distance to Fairmont T- The good news is the home has vinyl siding and roof is about 10 years old.  The sellers reinsulated the third floor master bedroom.  1 heating system and it is about 10 years old. The work needed that we know of— Second floor- There is a water leak in the 2nd floor  bathroom and now the water line is leaking so water has been shut off to the 2nd floor unit.  There is a bathroom on the 3rd floor that had previously flooded and repairs never finished. Lots of settling and the foundation needs work.  2nd floor deck is in poor condition and railings in front hallway are missing sections-USE EXTREME CAUTION.  The first floor needs a complete overhaul.  The basement—old asbestos wrapped boiler and wrapped asbestos pipes.  Some windows have been boarded up and the garage/shed is in poor condition.  This home can be brought back to life.  Call today for a private showing.,,,0,,,Henry Grew,Rogers Middle,New Mission HS,,MF,Pierce Street,19,19,http://media.mlspin.com/photo.aspx?mls=71824734
29,71827421,SLD,425000,400000,4/30/2015,3/5/2016,,257,236,7 Russell St,Everett,MA,02149,,4,3,3000,118,3432,Roy Avellaneda,"Weichert, REALTORS® - Metropolitan Boston Real Estate",(617) 425-6300,--,"INVESTORS TAKE ATTENTION! Wonderful centrally located Multifamily ownership opportunity! This 1-1-2 bedroom split house has been renovated close to the studs. Kitchens, baths,siding and windows were replaced in last 5 years. Units were remodeled as were electrical, plumbing and heat systems were updated.  New owner has very little to do but collect the rent. Close to all major bus routes, retail locations in Ferry/Broadway intersection Everett.",,,1,,,,,,,MF,Russell St,7,7,http://media.mlspin.com/photo.aspx?mls=71827421
30,71827570,SLD,255000,249000,4/30/2015,3/25/2016,,282,282,11-13 Park Street,Westfield,MA,01085,,5,2,2954,0,17919,Nikolay Yusenko,"Class Realty, Inc.",(413) 786-1834,"Appointment Required, Other (See Special Showing Instructions)","Unique duplex in Westfield. The property is in an excellent location. It is a quiet neighborhood, but close to area amenities such as restaurants and shopping is only a couple minutes away from Downtown Westfield. The house sits on a roomy yard that is private. This is an excellent opportunity for someone looking to move in to the first unit and rent out the second unit for automatic income. There is someone already occupying the second unit. The first unit is absolutely beautiful. It has a spacious living room with a fireplaces for those long New England winters. It also has a nice kitchen along with a roomy dining room. The first unit has four bedrooms which is perfect for a big family. Comes with one large full bathroom. The basement is finished which gives the opportunity of a home office or gym. The second unit is a little cozier with a living, dining area and kitchen. There is only one bedroom. There is a tenant in there. Do not miss out!",,,2,,,Juniper Park,South,Westfield,,MF,Park Street,1113,11-13,http://media.mlspin.com/photo.aspx?mls=71827570
31,71827584,SLD,136000,102900,4/30/2015,3/31/2016,,91,91,41 High Street,West Springfield,MA,01089,,4,2,1910,96,6868,Nikolay Yusenko,"Class Realty, Inc.",(413) 786-1834,"Lock Box, Appointment Required, Other (See Special Showing Instructions)",A nice two-family in an excellent location. A quiet neighborhood close to area amenities such as parks and restaurants. A great opportunity for an investor who is looking to attract tenants immediately. Each unit has a sizeable living room and kitchen along with two good-sized bedrooms. House sits on a cozy lot. Do not miss out on the chance to see this house. This property has been placed in an upcoming event.  All bids should be submitted at www.HomeSearch.com (void where prohibited). All offers received prior to the event period should be submitted by the buyer or buyer's agent through HomeSearch.com's offer portal found on Homeasearch.com. All offers will be reviewed and responded to within 3 business days. All properties are subject to a 5% buyer’s premium pursuant to the Event Agreement and Terms & Conditions (minimums will apply).  Please contact listing agent for details and commission paid on this property. Any financed offers require a pre-qualification from Greenlight Loans.,,,0,,,,,,,MF,High Street,41,41,http://media.mlspin.com/photo.aspx?mls=71827584
32,71832466,SLD,139900,144000,5/6/2015,3/24/2016,,276,276,15 Maple St,Westfield,MA,01085,,6,2,2056,138,5840,Jennifer Wilson,"Real Living Realty Professionals, LLC",(413) 568-2405,"Lock Box, Schedule with ShowingTime or call 888-627-2775, Pets on Premises","Motivated Seller! Great investment opportunity for this vinyl sided 2 family home w/replacement windows, separate utilities, central location in downtown Westfield, close to public transportation, major highways and shopping. No leases, tenant s at will, both units currently occupied with monthly rent of $1,700. Roof approximately 4/5 years old, updated 100 amp circuit breakers and updated boilers.",,,0,,,,,,,MF,Maple St,15,15,http://media.mlspin.com/photo.aspx?mls=71832466
33,71833237,SLD,229900,207000,5/9/2015,3/4/2016,,294,257,175 Smith Street,North Attleboro,MA,02760,,4,2,1915,153,9583,Fred Frisbie,"CENTURY 21 Ed Pariseau, REALTORS®",(508) 695-2511,Call List Agent,Let your tenants pay your mortgage.  You live on the 1st floor and rent the 2nd.   Both units have hardwood floors thru-out.  Quiet back yard close to all conveniences.,,,0,,,,,,,MF,Smith Street,175,175,http://media.mlspin.com/photo.aspx?mls=71833237
34,71833937,SLD,579900,575000,5/11/2015,3/2/2016,,272,154,40 Hawthorne St,Chelsea,MA,02150,,6,4,2312,118,2117,Peggy Pratt,Century 21 Mario Real Estate,(617) 569-6044,Call List Agent,"VERY GOOD CONDITION BRICK 4 FAMILY WITH 4 CAR PARKING IN THE REAR OF BUILDING! PROPERTY HAS HARDWOOD FLOORS, EXTRA LARGE NEWER DECKS, GAS HEATING SYSTEM IN UNITS, CENTRAL AC, NEWER PLUMBING, RUBBER ROOF, VINYL REPLACEMENT WINDOWS AND COIN OP LAUNDRY IN BASEMENT. RENTS ARE BELOW MARKET.  A COMMUTER'S DREAM WITH THE SILVER LINE COMING, COMMUTER RAIL AND TOBIN BRIDGE DISCOUNT IS ONLY 30 CENTS FOR CHELSEA RESIDENTS!   LIVE FOR FREE AND MAKE MONEY OR COLLECT RENTS ON THIS GREAT INVESTMENT!",,,0,,,,,,,MF,Hawthorne St,40,40,http://media.mlspin.com/photo.aspx?mls=71833937
35,71834589,ACT,279900,,5/11/2015,,,1046,,76 Cushman Road,Leverett,MA,01054,,7,6,4400,238,87007,Shawn Bowman,Trademark Real Estate,(413) 665-2155,Call List Agent,"Unique Investment Opportunity for this Large Leverett Multi-Family Property.  (1) 2-Bedroom Unit, (4) 1-Bedroom Unit, and Several Smaller Studio Apartments on Lower Level.  Plenty of Parking and great Country Location.  Separate Utilities - updated Electric and new electric service.",,,0,,,Leverett Elem,Amherst,Amherst,,MF,Cushman Road,76,76,http://media.mlspin.com/photo.aspx?mls=71834589
36,71834762,SLD,205000,192500,5/11/2015,3/28/2016,,303,303,959 Globe St,Fall River,MA,02724,,9,3,3633,118,2950,Barbara A Monize,Bay Market Real Estate,(508) 679-1090,Call List Office,,,,0,,,,,,,MF,Globe St,959,959,http://media.mlspin.com/photo.aspx?mls=71834762
