,MLSNUM,STATUS,LISTPRICE,SOLDPRICE,LISTDATE,SOLDDATE,EXPIREDDATE,DOM,DTO,ADDRESS,CITY,STATE,ZIP,AREA,BEDS,BATHS,SQFT,AGE,LOTSIZE,AGENTNAME,OFFICENAME,OFFICEPHONE,SHOWINGINSTRUCTIONS,REMARKS,STYLE,LEVEL,GARAGE,HEATING,COOLING,ELEMENTARYSCHOOL,JUNIORHIGHSCHOOL,HIGHSCHOOL,OTHERFEATURES,PROPTYPE,STREETNAME,HOUSENUM1,HOUSENUM2,PHOTOURL
11,71879503,SLD,699900,670000,7/26/2015,10/13/2017,,761,745,2400/18-20 PROVIDENCE ROAD,Northbridge,MA,1534,,15,8,6514,30,43754,Joy Rapsomanikis,"HJRealty Group, LLC",(508) 480-5605,"Appointment Required, Other (See Special Showing Instructions)",HUGE PRICE CHANGE! CASH COW!!! INVESTORS TAKE NOTICE***TWO WONDERFUL BUILDINGS IN A GREAT LOCATION WITH NICE MANICURED GROUNDS &  NICE SIZE YARD*** OFF STREET PARKING FOR ALL UNITS PLUS VISITORS PARKING**** BRICK PATIO FOR ALL TENANTS BETWEEN THE TWO BUILDINGS****  ALL OF THE LEG WORK HAS BEEN DONE BY THE CURRENT OWNER***WONDERFUL OPPORTUNITY TO OWN 4 CONDOS THAT HAVE BEEN UPDATED & A 4 FAMILY ALL  FULLY RENTED WITH LONG TERM TENANTS!!~~~ 2400  PROVIDENCE ROAD (ELECTRIC HEAT)  & 2418-2420 PROVIDENCE ROAD ( GAS HEAT) NORTHBRIDGE MA***ALL UNITS HAVE BEEN CONDOSIZED BY CURRENT OWNER*** ALL HAVE SEPARATE DEEDS...BUT NEED TO  BE SOLD TOGETHER AT OFFERED PRICE***LAND BETWEEN THE TWO BUILDINGS MAY BE BUILDABLE FOR ANOTHER MULTI FAMILY BUILDING.,,,0,,,,,,,MF,PROVIDENCE ROAD,24001820,2400/18-20,http://media.mlspin.com/photo.aspx?mls=71879503
12,71925208,CTG,599000,,10/16/2015,,,474,460,315 North Main St,Natick,MA,1760,,4,2,1624,34,77929,William Fitzpatrick,"Wellesley Real Estate, LLC",(508) 420-1800,"Call List Agent, Accompanied Showings, Appointment Required","Two-family house on 77,929 square feet.  Lots of room with lots of creative possibilities or simply enjoy your own big slice of nature. Great commuter location just minutes to Rt. 9, Rt 30 and the Mass Pike.  Current zoning is residential with variance for the multi-family.",,,0,,,,,,,MF,North Main St,315,315,http://media.mlspin.com/photo.aspx?mls=71925208
13,71930530,ACT,89000,,11/11/2015,,,826,,37 Stebbins St,Springfield,MA,1109,,8,2.5,2858,114,9470,Jose Rodriguez,Century 21 A-1 Nolan Realty,(413) 737-7356,--,"Investors take notice!!! Eight rooms, four bedrooms in each unit. Good-sized yard, off street parking and on a bus route.",,,0,,,,,choice,,MF,Stebbins St,37,37,http://media.mlspin.com/photo.aspx?mls=71930530
14,71935432,ACT,349900,,11/22/2015,,,820,,93 (lot76)New Templeton Road,Hubbardston,MA,1452,,6,3,1288,0,110000,Denise F. Wortman,EXIT New Options Real Estate,(888) 363-3948,"Call List Agent, Go Direct, Sign","Build a brand new duplex in the lovely town of Hubbardston ! Live in one side, rent the other or have an extended family home built! Many options available.  Land owner is also a builder and plans are available.",,,0,,,,,,,MF,(lot76)New Templeton Road,93,93,http://media.mlspin.com/photo.aspx?mls=71935432
15,71941648,SLD,369000,340000,12/16/2015,10/13/2017,,735,524,161 Lakeview,Lowell,MA,1850,,10,3.5,3878,118,4000,Elizabeth Johns,Keller Williams Realty,(978) 927-8700,"Call List Agent, Other (See Special Showing Instructions)","WE ARE BACK WITH A LOT OF CHANGES !!! This is a second chance to this lovingly restored property!!! There is a long list of updates &  improvements. Great investment property or live in one unit and have the other help pay the mortgage. TWO FAMILY with separate entrances for each unit. Off street parking provided for each unit. Both have eat-in kitchens and spacious rooms. Newer roof and floors. Separate gas heating systems.  Specious & well maintained two family in convenient downtown location, easy access to shopping & highways. Don't let this OPPORTUNITY pass by !!",,,0,,,,,,,MF,Lakeview,161,161,http://media.mlspin.com/photo.aspx?mls=71941648
16,71941788,ACT,224900,,12/16/2015,,,796,,307 Mill Street,New Bedford,MA,2740,,9,3,3579,107,2876,Tom Dixon,Keller Williams Realty,(508) 238-5000,Schedule with ShowingTime or call 888-627-2775,"Spacious 3 Family on corner lot and great location. Each floor offers 3 Bedrooms, Galley Style kitchen, Dining Room and Living Room. Great Investment Opportunity.  fully rented great cash flow. please give a few days notice to schedule showings as we have to co-ordinate with all the tenants",,,0,,,,,,,MF,Mill Street,307,307,http://media.mlspin.com/photo.aspx?mls=71941788
17,71945515,ACT,1500000,,01/05/2016,,,770,,350 Riverbend st,Athol,MA,1331,,24,18,14920,11,108900,Douglas Pochini,D.Pochini Real Estate,(978) 632-2284,"Call List Office, Call List Agent","Riverbend Estates, 12 beautiful multi level condominiums, each with 2 Bedrooms, 1.5 Baths, Bright Kitchen/ Dining area. Sliders to private patio and back yard. Master Bedroom with walk in closet. all Appliances included. Separate Laundry area in lower level with one car garage. Small Storage basement in rear. To Be Sold as Package.",,,12,,,,,,,MF,Riverbend st,350,350,http://media.mlspin.com/photo.aspx?mls=71945515
18,71945846,ACT,399900,,01/06/2016,,,1009,,514-516 Parker Street,Gardner,MA,1440,,5,3.5,2600,11,20000,Douglas Pochini,D.Pochini Real Estate,(978) 632-2284,"Call List Office, Call List Agent, Appointment Required","Beautiful two family duplex with garages, 2007 Construction, great floor plans, Outstanding yard for children or dog. Spacious living for small family. A must see. Both Units are currently rented but a great opportunity to buy.",,,2,,,,Gardner Middle,Gardner High,,MF,Parker Street,514516,514-516,http://media.mlspin.com/photo.aspx?mls=71945846
19,71947423,ACT,579900,,01/11/2016,,,770,,902-910 Chicopee St.,Chicopee,MA,1013,,7,5,5036,218,12196,Dana Ivers,"Kelley & Katzer Real Estate, LLC",(413) 209-9933,"Appointment Required, Schedule with ShowingTime or call 888-627-2775","Once in a Lifetime Opportunity!!  Great Income Producing Multifamily home and 5 Bay Manufactured Garages generating additional income w/a wide variety of uses.  Both the home and garages are Turn Key and Extremely Well Maintained.  The multi family home also offers a nice Office space for onsite management or possibility of converting it back to an efficiency apt.  An added bonus is the spacious 1 bdrm apt above the garages.  The home features Newer Porches and Railings, Harvey Replacement Windows, Vinyl Siding, Newer Roof, nicely renovated Units, 3 units have De-Lead Certificates, Newer Hot Water tanks w/state of the art Pecs Piping System, on site Laundry, and assigned parking space.  The Garages feature electric service, overhead doors, high ceilings, 2 w/ bathroom accommodations, 2 w/heat; 1 garage shop w/heat and A/C and security system.  Also included is one bay w/loft access for added storage. Now is your chance to own this property that has been a successfully run & maintained",,,0,,,,,,,MF,Chicopee St.,902910,902-910,http://media.mlspin.com/photo.aspx?mls=71947423
20,71948507,SLD,349000,309000,01/12/2016,10/11/2017,,198,183,5 Pilgrim St,Kingston,MA,2364,,5,3,2258,118,77101,Marcy Richardson,William Raveis R.E. & Home Services,(781) 934-2104,"Call List Office, Accompanied Showings","Multi-family in convenient location near restaurants, commuting, shopping, schools and less than three miles from the public beach. Although the house needs work, it presents an excellent opportunity for investors and extended families.  Newer Family Room features gas fireplace. Great yard with two driveways. Please note that showings will be scheduled by appointment with 48 hour notice, weekends preferred to accommodate tenants.",,,0,,,,,,,MF,Pilgrim St,5,5,http://media.mlspin.com/photo.aspx?mls=71948507
21,71950565,ACT,394900,,1/20/2016,,,761,,17 Middleboro Rd.,Freetown,MA,2717,,4,2,1817,128,82764,Byron R. Ford Jr,Berkshire Hathaway Home Services - Mel Antonio Real Estate,(508) 991-6661,Call List Agent,"This historic TWO FAMILY antique Victorian sits on just under two acres. Zoned mixed use, you could live here and build your walk to business or keep the home as money maker.  Build-able for many business opportunities other than restaurant or pizza shop.  Lots of potential for this great business location.  The property has a HD 20 commercial 3000 gallon baffled septic tank with a 6 bedroom leaching field. This is a great piece of property. Home has lots of character and charm",,,0,,,,,,,MF,Middleboro Rd.,17,17,http://media.mlspin.com/photo.aspx?mls=71950565
22,71971715,ACT,315000,,3/14/2016,,,707,,120-122 Logtown Rd,Amherst,MA,1002,,4,3,1660,33,20233,Kym Peloquin,Century 21 Hometown Associates,(413) 315-4337,"Call List Agent, Accompanied Showings, Appointment Required, Sign, Other (See Special Showing Instructions)","Buyers want extra income then come check out  this BEAUTIFUL, MOVE IN READY owner occupied single family raised ranch with a 1 bedroom apartment that is located behind the garage. The property is all electric and has leased Solar Panels.  Amenities include a deck, storage shed, 2 full baths, laundry room and a family room along with an additional room in the lower level. The apartment offers 1 bedroom kitchen/living room combo and a full bath with stackable washer/drier plus a deck.  This apartment has it's own house number  and entrance and can be rental income or used as an in-law apartment or maybe even an office.  Per town, property has to be owner occupied. Buyer responsible to verify legal usage for apartment and all other information.  Buyer responsible to take over the solar lease.",,,1,,,,,,,MF,Logtown Rd,120122,120-122,http://media.mlspin.com/photo.aspx?mls=71971715
23,71975829,ACT,175000,,3/22/2016,,,915,,218-220 Albion Street,Fall River,MA,2723,,6,3,3105,118,2567,Tom Dixon,Keller Williams Realty,(508) 238-5000,Schedule with ShowingTime or call 888-627-2775,"Owner Occupy or Investment Opportunity ~ Multi Family in need of a little TLC ~ 3 Units each consisting of 3 Bedrooms, Living Room, Dining Room, Kitchen and Bath.    first floor and second floor currently occupied   third floor needs a little tlc  very large 3 family",,,0,,,,,,,MF,Albion Street,218220,218-220,http://media.mlspin.com/photo.aspx?mls=71975829
24,71976175,ACT,4225000,,3/22/2016,,,699,,58 Nosh Kola lane,Patterson,NY,12563,,0,0,0,13,5140080,Robert K. Scott,RE/MAX Destiny,(617) 576-3800,--,"This magnificent estate is being offered as a package.  It is a 118 acre historic site with it's own private 8.5 acre lake.  It was purchased privately and developed into a glorious residential compound that encompasses 4 homes that were architecturally designed within the past 15 years including one historic home which has been completely renovated.  The estate is only an hour's drive from New York City.  It is only 5 miles from the Danbury, Connecticut line.  All this and easily accessed at the intersections of routes #84, 684, & 22.  The New York City commuter line to Southeast or Brewster is at your fingertips.  (Full price will be disclosed upon the request of any vetted interested party.)",,,0,,,,,,,MF,Nosh Kola lane,58,58,http://media.mlspin.com/photo.aspx?mls=71976175
25,71976618,SLD,235000,218000,3/23/2016,10/10/2017,,257,231,39-41 Clifford St,New Bedford,MA,2745,,9,3.5,3413,95,3035,Victor Delgado,ERA Jose S. Castelo Real Estate Inc.,(508) 995-6291,"Call List Agent, Accompanied Showings, Appointment Required","New Bedford North: Great for owner occupied or investment! Large fully occupied 3 family with 3 bedrooms each unit.  Well maintained with shingles and vinyl siding and some insulated windows.  Each unit features: living room and dining room with hardwood floors, galley kitchens and modern baths.  Paved driveway for 2 cars plus 1 car garage.  All separate utilities.  Subject to short sale approval. (303)",,,1,,,,,,,MF,Clifford St,3941,39-41,http://media.mlspin.com/photo.aspx?mls=71976618
26,71981766,ACT,199000,,04/01/2016,,,689,,256 Main St,Northfield,MA,1360,,8,2,3112,118,52272,Michael Pratt,Coldwell Banker Upton-Massamont REALTORS®,(413) 625-6366,"Call List Agent, Lock Box, Appointment Required, Sign","Stately two-and-one-half story farmhouse, located across from the former Northfield Mount Hermon campus. Twelve rooms, seven bedrooms and two baths with walk up attic to what were three extra bedrooms back in the day. Currently it is configured as a two-family style home with separate heating systems. Downstairs apartment has seen some upgrades and improvements over the years. The upstairs apartment has not seen attention for over 30 years. The exterior and slate roof has been maintained regularly. You will find an attached two car garage, a full basement with interior access and bulkhead, public water and city sewer. All of this makes a great opportunity.",,,2,,,Northfield,Pioneer,Pioneer,,MF,Main St,256,256,http://media.mlspin.com/photo.aspx?mls=71981766
27,71982201,ACT,389000,,04/03/2016,,,687,,70 Orange St,Westfield,MA,1085,,11,6,0,118,7841,Suzanne Moore,"Real Living Realty Professionals, LLC",(413) 568-2405,Schedule with ShowingTime or call 888-627-2775,"Nicely maintained 5 family home in the heart of Westfield!    De-lead certificates for all 5 units!  Fully rented..great investment!  Two buildings on one lot.. One unit  is a 5/3/2 free standing house,  and the other is comprised of 4 units..",,,0,,,,,,,MF,Orange St,70,70,http://media.mlspin.com/photo.aspx?mls=71982201
28,71986631,CTG,200000,,04/12/2016,,,158,148,31 High St,Haverhill,MA,1832,,6,2.5,2144,108,5940,Vision Realty Group,RE/MAX Renaissance Inc.,(978) 664-3000,"Appointment Required, Schedule with ShowingTime or call 888-627-2775, Other (See Special Showing Instructions)","**SHORT SALE**2 FAMILY IN NEED OF SOME REHAB (1st unit). FENCED IN YARD, OFF STREET PARKING, PRIVATE PORCH OR PATIO FOR EACH UNIT. CONTINGENT UPON THIRD PARTY APPROVAL. SOLD AS-IS. $5,000 negotiation fee is due to short sale negotiator at closing - cannot be financed.**EMAIL ALL QUESTIONS!!**",,,0,,,,,,,MF,High St,31,31,http://media.mlspin.com/photo.aspx?mls=71986631
29,71986946,SLD,185000,155194.94,04/12/2016,10/30/2017,,123,123,61 Waterville St,Grafton,MA,1536,North Grafton ,4,2,2100,148,12632,Karen Mercure,Keller Williams Realty Greater Worcester,(508) 754-3020,"Call List Agent, Appointment Required, Sign, Pets on Premises","Estate Sale. Two Family property in North Grafton near Tufts. 3 Bedrooms in original colonial built in 1800s with large Living, Dining, Kitchen on 1st floor. Full basement under this section and Farmer's porch on the front.  Attached Ranch with no basement in the rear with 1 large Bedroom, good sized Dining, Living, Kitchen and deck. Newer laminate flooring and updated kitchen in ranch.  Colonial is rented for $1,300/month.  Tenants at will pay utilities except for water/sewer.  Heat is forced hot water (some radiators) by gas and ranges are gas. Two electric meters. FIOS is connected but tenants currently using Charter. Each unit has laundry hookups. Owner lived in the ranch. Driveway is shared with neighbor to the rear. Brick walkway from parking area to building. Sidewalks at street. Shed in the rear.  Some deferred maintenance inside and out.  Powerline easement.  May need cash, rehab loan or construction loan.",,,0,,,,,,,MF,Waterville St,61,61,http://media.mlspin.com/photo.aspx?mls=71986946
30,71993609,SLD,165000,158000,4/25/2016,10/03/2017,,226,129,320 Sumner Ave,Springfield,MA,1108,,5,3.5,3801,107,6081,The Acuna Group,Maria Acuna Real Estate,(413) 739-5787,Schedule with ShowingTime or call 888-627-2775,"Conveniently located across the street from Forest Park, this large multifamily offers great space and features not found in newer homes.  Large wrap around porch greets your guests and provides space for relaxing evenings. Many wood features including flooring, ceiling beams and trim work.  Fireplaces are located on first and second floor.   Third floor windows done 2008, electrical panels 2006, younger hot water tanks,1st floor furnace 2012, and front porch redone 2008. All info APO",,,0,,,,,,,MF,Sumner Ave,320,320,http://media.mlspin.com/photo.aspx?mls=71993609
31,71995517,CTG,134900,,4/27/2016,,,738,530,121 Central St,Southbridge,MA,1550,,7,3.5,3870,103,6597,Realty Delia Group,EXIT Realty Partners,(508) 797-3948,"Sign, Schedule with ShowingTime or call 888-627-2775","WONDERFUL OPPORTUNITY TO OWN THIS GREAT MULTIFAMILY UNIT! LIVE ON THE ONE FLOOR AND LET THE OTHERS PAY YOUR BILLS!  WOULD MAKE FOR A GREAT OWNER OCCUPIED UNIT!  MANY UPDATES THROUGH-OUT~ BRAND NEW FURNACES FOR 2 UNITS!  UPDATED ELECTRICAL THROUGH OUT WITH OWNERS METER!  YOU'LL LOVE THE REPLACEMENT WINDOWS!  RIVER VIEWS!  GREAT LOCATION, HARDWOOD FLOORS, WASHER/DRYER HOOK UPS IN THE UNITS!  GREAT PORCH AREA FOR RELAXING, WALK TO THE CENTER OF TOWN! GREAT CORNER LOT WITH OFF STREET PARKING!  UNIT 1 IS THE OWNERS SUITE, W/FULL REMODEL IN 2012- INCLUDING 1.5BATH, METICULOUSLY MAINTAINED & CARED FOR, THE PROPERTY BOASTS OF 3UNITS W/WONDERFUL LAYOUT, SPACIOUS ROOMS, W/FANTASIC NATURAL LIGHT, NATURAL WOODWORK. 2ND FLOOR IS RENTED W/NEW TENANT, THIRD AND FIRST FLOOR ARE BEING FRESHLY PAINTED AND CLEANED READY FOR A NEW TENANT! 2ND & 3RD FLOOR COULD EASILY BE USED AS A 3 BEDROOM. LG LIVING RMS W/NEW WINDOWS,  THIS IS NOT A DRIVE BY IT'S A MUST SEE!  CALL NOW! UNIT 1 & EXTERIOR HAVE LEAD CERTS.",,,0,,,Southbridge,Southbridge,Southbridge,,MF,Central St,121,121,http://media.mlspin.com/photo.aspx?mls=71995517
32,71999811,SLD,119900,100000,05/04/2016,10/05/2017,,485,485,49 Crapo St,New Bedford,MA,2740,,4,2,1697,142,4242,Ronald Oliveira,Century 21 Signature Properties,(508) 999-4541,--,"Great South end 2 family, two bedroom units, well maintained home, why pay rent when you can own this great home, great price, call for showing today! *see showing instructions.",,,0,,,,,,,MF,Crapo St,49,49,http://media.mlspin.com/photo.aspx?mls=71999811
33,72018783,ACT,525000,,06/07/2016,,,616,,190 Popple Camp Rd,Petersham,MA,1366,,6,4.5,4500,68,435600,Attorney James Ermini,New England Classic Homes,(941) 799-1717,"Call List Office, Owner, Appointment Required","This 4500 square foot multi family home has 6 bedrooms and 5.0 bathrooms. It is located at 190 Popple Camp Rd Petersham, Massachusetts.  Situated in a beautiful setting, with consistent cash flow and paying tenants.  Includes a 3 story silo apartment, Perfect for an Air B&B.",,,2,,,Center School,Mahar/Quabbin,Mahar/Quabbin,,MF,Popple Camp Rd,190,190,http://media.mlspin.com/photo.aspx?mls=72018783
34,72020529,ACT,3800000,,06/09/2016,,,620,,203 High Street / 8 Dexter Lane,Newburyport,MA,1950,,8,7,13613,245,133729,Anne Neal,Coldwell Banker Residential Brokerage - Newburyport,(978) 465-1927,Call List Agent,"A High Street estate of incomparable grandeur and palatial elegance, the Lowell-Tracy-Johnson House, c.1773, is the finest Georgian mansion in historic Newburyport. Set back from the street on just over 3 acres of pristine gardens and woodlands, only a short walk to downtown, this handsome home has been modernized and outfitted w/ State-Of-The-Art systems, a beautiful entertainer's kitchen, standing seam copper roof, geothermal HVAC, professional's wine cellar, an unusually elegant master bath and much more.  Period detail abounds. The main staircase is considered one of the architectural treasures of the city. The ca.1850 carriage house, recently reimagined, holds a cutting edge Music Chamber/Performance Space, two car garage, and two contemporary apartments or guest quarters. Its cupola, an oasis of calm, overlooks majestic specimen shade trees and panoramic views of the city.  Available for new ownership for the first time in more than 20 years.",,,2,,,,,,,MF,High Street / 8 Dexter Lane,203,203,http://media.mlspin.com/photo.aspx?mls=72020529
35,72027713,ACT,496000,,6/22/2016,,,595,,163 Winter St.,Fall River,MA,2720,,9,9,5504,149,8712,Diane Campos,Carolyn A. Burton & Associates,(508) 678-8083,"Owner, Call List Agent","Building is on the National Register of Historic Buildings.Built in 1869 as The First Baptist Parsonage.A unique opportunity to own a 9 unit investment property in the Historic Highlands.  All one bedroom units, some furnished.  All include refrigerators and stoves.  Original woodwork, high ceilings,  3 fireplaces.  Rents include heat, electric, and hot water.  Additional income from coin-op basement laundry, and additional a/c charges.  11 parking spaces.  Well maintained, aluminum siding, new windows. Good rents, good tenants, quiet area. Security lighting in halls and outside. Deed can transfer after 9/30/16. Property can be purchased with other multi family investment properties across the street owned by owner/broker.",,,0,,,Spencer Borden,James M. Morton,bmc durfee High,,MF,Winter St.,163,163,http://media.mlspin.com/photo.aspx?mls=72027713
36,72029412,ACT,259900,,6/23/2016,,,384,,1 Bean Rd,Sterling,MA,1564,,5,2,3775,188,41818,Randy Carpenter,Real Estate Marketplace,(508) 303-8000,"Call List Agent, Lock Box, Sign","Rare find in Sterling,  2 Family house with lots of potential.  New roof and passing Title 5 inspection.",,,0,,,,,,,MF,Bean Rd,1,1,http://media.mlspin.com/photo.aspx?mls=72029412
